store_id,sku_id,category,service_level,safety_stock,reorder_point,is_perishable
STR003,SKU0110,Beverages,0.995,30.304,58.0672,False
STR003,SKU0111,Snacks & Confectionery,0.995,42.627,119.6427,False
STR003,SKU0112,Frozen,0.9942,68.2177,197.8177,False
STR003,SKU0113,Bakery,0.6894,4.7216,38.7561,True
STR003,SKU0114,Snacks & Confectionery,0.9936,62.9937,182.0706,False
STR003,SKU0115,Fresh Produce,0.55,2.0896,39.2072,True
STR003,SKU0116,Snacks & Confectionery,0.995,34.8048,79.4715,False
STR003,SKU0117,Ambient Grocery,0.993,34.3688,131.8413,False
STR003,SKU0118,Ambient Grocery,0.995,22.7908,73.6614,False
STR003,SKU0119,Dairy & Eggs,0.7727,12.3746,61.1928,True
STR003,SKU0120,Seasonal,0.9944,59.678,119.634,False
STR003,SKU0121,Snacks & Confectionery,0.995,49.2215,100.409,False
STR003,SKU0122,Ambient Grocery,0.995,16.1155,30.5815,False
STR003,SKU0123,Bakery,0.5642,2.6744,56.9081,True
STR003,SKU0124,Beverages,0.995,30.304,54.6724,False
STR003,SKU0125,Snacks & Confectionery,0.995,24.6107,49.3482,False
STR003,SKU0126,Health & Beauty,0.995,16.1155,34.5994,False
STR003,SKU0127,Ambient Grocery,0.995,22.7908,46.6971,False
STR003,SKU0128,Ambient Grocery,0.995,27.913,60.3477,False
STR003,SKU0129,Fresh Produce,0.5,0.0,40.8372,True
STR003,SKU0130,Fresh Produce,0.5,0.0,53.8242,True
STR003,SKU0131,Beverages,0.995,42.8563,59.6935,False
STR003,SKU0132,Ambient Grocery,0.9933,43.7281,236.2996,False
STR003,SKU0133,Frozen,0.995,24.6107,31.4019,False
STR003,SKU0134,Frozen,0.995,42.627,99.6687,False
STR003,SKU0135,Seasonal,0.9942,66.3871,123.4001,False
STR003,SKU0136,Ambient Grocery,0.9914,36.4879,77.7627,False
STR003,SKU0137,Beverages,0.995,30.304,56.163,False
STR003,SKU0138,Dairy & Eggs,0.7804,7.3907,23.5995,True
STR003,SKU0139,Health & Beauty,0.9918,39.7574,105.8343,False
STR003,SKU0140,Snacks & Confectionery,0.995,42.627,99.7355,False
STR003,SKU0141,Dairy & Eggs,0.8556,14.3302,82.0404,True
STR003,SKU0142,Ambient Grocery,0.9918,39.7486,136.4409,False
STR003,SKU0143,Fresh Produce,0.5,0.0,86.8537,True
STR003,SKU0144,Beverages,0.995,30.304,38.4469,False
STR003,SKU0145,Dairy & Eggs,0.883,11.3695,26.864,True
STR003,SKU0146,Snacks & Confectionery,0.994,47.9839,91.2367,False
STR003,SKU0147,Ambient Grocery,0.9933,37.8897,210.0379,False
STR003,SKU0148,Fresh Produce,0.5185,1.0894,189.7048,True
STR003,SKU0149,Bakery,0.6469,3.6018,28.1732,True
STR003,SKU0150,Beverages,0.9898,72.1249,157.1249,False
STR004,SKU0001,Fresh Produce,0.6551,8.1351,33.9869,True
STR004,SKU0002,Dairy & Eggs,0.736,12.0579,116.1099,True
STR004,SKU0003,Ambient Grocery,0.995,22.7908,72.8896,False
STR004,SKU0004,Beverages,0.9913,79.1408,201.5144,False
STR004,SKU0005,Bakery,0.9895,58.359,139.988,False
STR004,SKU0006,Fresh Produce,0.5777,3.995,41.7191,True
STR004,SKU0007,Dairy & Eggs,0.7504,11.1815,54.7789,True
STR004,SKU0008,Frozen,0.9916,22.8512,26.3897,True
STR004,SKU0009,Snacks & Confectionery,0.995,34.8048,61.5048,False
STR004,SKU0010,Seasonal,0.995,30.304,44.8315,False
STR004,SKU0011,Household & Cleaning,0.995,22.7908,26.2817,False
STR004,SKU0012,Dairy & Eggs,0.995,42.627,163.7809,False
STR004,SKU0013,Household & Cleaning,0.9933,34.6196,44.6196,False
STR004,SKU0014,Seasonal,0.995,42.8563,61.6036,False
STR004,SKU0015,Frozen,0.9664,34.9876,85.8008,True
STR004,SKU0016,Snacks & Confectionery,0.9936,58.2859,158.2618,False
STR004,SKU0017,Ambient Grocery,0.995,36.0355,60.4311,False
STR004,SKU0018,Ambient Grocery,0.995,16.1155,29.5155,False
STR004,SKU0019,Fresh Produce,0.6723,5.2511,9.372,True
STR004,SKU0020,Dairy & Eggs,0.8644,10.5137,32.6262,True
STR004,SKU0021,Household & Cleaning,0.995,22.7908,42.5123,False
STR004,SKU0022,Bakery,0.5,0.0,101.56,True
STR004,SKU0023,Frozen,0.995,34.8048,40.573,False
STR004,SKU0024,Fresh Produce,0.5329,1.3745,57.2554,True
STR004,SKU0025,Beverages,0.9938,58.8708,108.4092,False
STR004,SKU0026,Fresh Produce,0.5101,0.4207,21.9823,True
STR004,SKU0027,Ambient Grocery,0.9929,40.6045,74.7295,False
STR004,SKU0028,Seasonal,0.9934,58.3355,67.1268,False
STR004,SKU0029,Fresh Produce,0.5798,4.1027,73.1027,True
STR004,SKU0030,Ambient Grocery,0.9919,39.7987,93.5197,False
STR004,SKU0031,Health & Beauty,0.995,32.2311,66.7805,False
STR004,SKU0032,Beverages,0.995,74.2293,159.5627,False
STR004,SKU0033,Seasonal,0.9906,78.1863,114.0072,False
STR004,SKU0034,Snacks & Confectionery,0.995,24.6107,35.2921,False
STR004,SKU0035,Household & Cleaning,0.9919,39.8266,137.7422,False
STR004,SKU0036,Household & Cleaning,0.995,27.913,54.6162,False
STR004,SKU0037,Dairy & Eggs,0.8618,10.4011,24.6608,True
STR004,SKU0038,Ambient Grocery,0.995,27.913,64.0915,False
STR004,SKU0039,Beverages,0.9944,66.6749,155.6309,False
STR004,SKU0040,Beverages,0.9922,56.9028,73.7917,False
STR004,SKU0041,Fresh Produce,0.5,0.0,65.1429,True
STR004,SKU0042,Ambient Grocery,0.9931,40.7281,97.9579,False
STR004,SKU0043,Ambient Grocery,0.995,16.1155,18.8655,False
STR004,SKU0044,Fresh Produce,0.5,0.0,92.0879,True
STR004,SKU0045,Ambient Grocery,0.9936,41.2211,60.1442,False
STR004,SKU0046,Bakery,0.6339,3.2704,12.3568,True
STR004,SKU0047,Fresh Produce,0.5278,0.8197,14.2668,True
STR004,SKU0048,Beverages,0.9948,67.3675,142.5379,False
STR004,SKU0049,Frozen,0.995,42.627,51.693,False
STR004,SKU0050,Snacks & Confectionery,0.9935,62.7791,169.6252,False
STR004,SKU0051,Snacks & Confectionery,0.995,24.6107,49.6763,False
STR004,SKU0052,Ambient Grocery,0.9925,43.0668,104.3626,False
STR004,SKU0053,Frozen,0.995,42.627,75.726,False
STR004,SKU0054,Seasonal,0.995,42.8563,50.5794,False
STR004,SKU0055,Beverages,0.995,42.8563,67.4509,False
STR004,SKU0056,Bakery,0.6099,2.6671,10.4253,True
STR004,SKU0057,Snacks & Confectionery,0.995,34.8048,53.9037,False
STR004,SKU0058,Fresh Produce,0.5,0.0,44.3256,True
STR004,SKU0059,Bakery,0.5395,1.6428,55.0164,True
STR004,SKU0060,Dairy & Eggs,0.995,49.2215,99.5142,False
STR004,SKU0061,Seasonal,0.9944,59.638,103.5061,False
STR004,SKU0062,Ambient Grocery,0.995,32.2311,80.4948,False
STR004,SKU0063,Beverages,0.9915,74.3097,138.0422,False
STR004,SKU0064,Health & Beauty,0.995,32.2311,65.6104,False
STR004,SKU0065,Household & Cleaning,0.995,32.2311,64.9344,False
STR004,SKU0066,Snacks & Confectionery,0.9943,48.3899,90.5328,False
STR004,SKU0067,Bakery,0.5,0.0,97.5824,True
STR004,SKU0068,Seasonal,0.995,42.8563,54.6697,False
STR004,SKU0069,Beverages,0.995,42.8563,74.8044,False
STR004,SKU0070,Household & Cleaning,0.995,16.1155,19.81,False
STR004,SKU0071,Fresh Produce,0.5,0.0,30.7692,True
STR004,SKU0072,Ambient Grocery,0.99,38.4923,70.4923,False
STR004,SKU0073,Bakery,0.5,0.0,18.4688,True
STR004,SKU0074,Snacks & Confectionery,0.9919,45.9522,85.2522,False
STR004,SKU0075,Ambient Grocery,0.9072,16.5671,94.0383,True
STR004,SKU0076,Health & Beauty,0.995,22.7908,25.4499,False
STR004,SKU0077,Ambient Grocery,0.995,32.2311,53.3877,False
STR004,SKU0078,Household & Cleaning,0.9913,42.0922,86.7515,False
STR004,SKU0079,Beverages,0.9944,79.0026,252.2333,False
STR004,SKU0080,Dairy & Eggs,0.8419,9.5753,29.0258,True
STR004,SKU0081,Frozen,0.9818,39.9725,47.0086,True
STR004,SKU0082,Frozen,0.995,42.627,72.4303,False
STR004,SKU0083,Snacks & Confectionery,0.9926,46.5634,88.2777,False
STR004,SKU0084,Beverages,0.9946,79.3565,120.744,False
STR004,SKU0085,Snacks & Confectionery,0.9937,47.6889,92.3948,False
STR004,SKU0086,Household & Cleaning,0.9909,41.7928,130.0928,False
STR004,SKU0087,Dairy & Eggs,0.7168,10.9548,63.2624,True
STR004,SKU0088,Seasonal,0.9913,79.1604,131.8876,False
STR004,SKU0089,Snacks & Confectionery,0.995,24.6107,31.3572,False
STR004,SKU0090,Health & Beauty,0.995,22.7908,26.1579,False
STR004,SKU0091,Bakery,0.995,24.6107,36.5997,False
STR004,SKU0092,Ambient Grocery,0.995,22.7908,48.109,False
STR004,SKU0093,Frozen,0.9913,55.6356,83.1301,False
STR004,SKU0094,Health & Beauty,0.995,27.913,57.0228,False
STR004,SKU0095,Ambient Grocery,0.995,16.1155,35.3453,False
STR004,SKU0096,Seasonal,0.995,52.4881,80.211,False
STR004,SKU0097,Dairy & Eggs,0.6013,3.4692,51.6056,True
STR004,SKU0098,Ambient Grocery,0.9915,39.4807,170.0961,False
STR004,SKU0099,Household & Cleaning,0.9937,31.2114,63.7309,False
STR004,SKU0100,Fresh Produce,0.7384,10.6241,42.877,True
STR004,SKU0101,Frozen,0.995,34.8048,45.2151,False
STR004,SKU0102,Beverages,0.9898,72.1293,133.1758,False
STR004,SKU0103,Fresh Produce,0.6537,4.6525,14.473,True
STR004,SKU0104,Household & Cleaning,0.995,16.1155,19.7902,False
STR004,SKU0105,Ambient Grocery,0.9874,39.5879,200.2316,False
STR004,SKU0106,Bakery,0.5,0.0,34.022,True
STR004,SKU0107,Snacks & Confectionery,0.9903,63.1892,210.5892,False
STR004,SKU0108,Ambient Grocery,0.9915,36.5703,170.164,False
STR004,SKU0109,Beverages,0.992,74.9816,258.3816,False
STR004,SKU0110,Beverages,0.995,30.304,48.8315,False
STR004,SKU0111,Snacks & Confectionery,0.995,42.627,119.9677,False
STR004,SKU0112,Frozen,0.9942,68.2177,143.7233,False
STR004,SKU0113,Bakery,0.6894,4.7216,23.6493,True
STR004,SKU0114,Snacks & Confectionery,0.9936,62.9937,145.2236,False
STR004,SKU0115,Fresh Produce,0.55,2.0896,32.1665,True
STR004,SKU0116,Snacks & Confectionery,0.995,34.8048,64.4611,False
STR004,SKU0117,Ambient Grocery,0.993,34.3688,99.0391,False
STR004,SKU0118,Ambient Grocery,0.995,22.7908,51.0686,False
STR004,SKU0119,Dairy & Eggs,0.7727,12.3746,45.408,True
STR004,SKU0120,Seasonal,0.9944,59.678,99.2824,False
STR004,SKU0121,Snacks & Confectionery,0.995,49.2215,83.3862,False
STR004,SKU0122,Ambient Grocery,0.995,16.1155,24.4123,False
STR004,SKU0123,Bakery,0.5642,2.6744,35.1427,True
STR004,SKU0124,Beverages,0.995,30.304,45.3172,False
STR004,SKU0125,Snacks & Confectionery,0.995,24.6107,39.6222,False
STR004,SKU0126,Health & Beauty,0.995,16.1155,29.2584,False
STR004,SKU0127,Ambient Grocery,0.995,22.7908,42.0708,False
STR004,SKU0128,Ambient Grocery,0.995,27.913,47.3701,False
STR004,SKU0129,Fresh Produce,0.5,0.0,26.1519,True
STR004,SKU0130,Fresh Produce,0.5,0.0,32.6512,True
STR004,SKU0131,Beverages,0.995,42.8563,55.4497,False
STR004,SKU0132,Ambient Grocery,0.9933,43.7281,191.0905,False
STR004,SKU0133,Frozen,0.995,24.6107,28.6589,False
STR004,SKU0134,Frozen,0.995,42.627,77.9955,False
STR004,SKU0135,Seasonal,0.9942,66.3871,109.6402,False
STR004,SKU0136,Ambient Grocery,0.9914,36.4879,64.7077,False
STR004,SKU0137,Beverages,0.995,30.304,45.8159,False
STR004,SKU0138,Dairy & Eggs,0.7804,7.3907,17.2149,True
STR004,SKU0139,Health & Beauty,0.9918,39.7574,85.6805,False
STR004,SKU0140,Snacks & Confectionery,0.995,42.627,80.3604,False
STR004,SKU0141,Dairy & Eggs,0.8556,14.3302,66.8708,True
STR004,SKU0142,Ambient Grocery,0.9918,39.7486,104.6716,False
STR004,SKU0143,Fresh Produce,0.5,0.0,62.2637,True
STR004,SKU0144,Beverages,0.995,30.304,35.1831,False
STR004,SKU0145,Dairy & Eggs,0.883,11.3695,21.2486,True
STR004,SKU0146,Snacks & Confectionery,0.994,47.9839,73.0608,False
STR004,SKU0147,Ambient Grocery,0.9933,37.8897,167.1205,False
STR004,SKU0148,Fresh Produce,0.5185,1.0894,123.1154,True
STR004,SKU0149,Bakery,0.6469,3.6018,19.9562,True
STR004,SKU0150,Beverages,0.9898,72.1249,127.1703,False
STR005,SKU0001,Fresh Produce,0.6551,8.1351,37.9452,True
STR005,SKU0002,Dairy & Eggs,0.736,12.0579,131.0909,True
STR005,SKU0003,Ambient Grocery,0.995,22.7908,83.3882,False
STR005,SKU0004,Beverages,0.9913,79.1408,218.0676,False
STR005,SKU0005,Bakery,0.9895,58.359,163.1402,False
STR005,SKU0006,Fresh Produce,0.5777,3.995,56.9664,True
STR005,SKU0007,Dairy & Eggs,0.7504,11.1815,61.2417,True
STR005,SKU0008,Frozen,0.9916,22.8512,26.9172,True
STR005,SKU0009,Snacks & Confectionery,0.995,34.8048,65.662,False
STR005,SKU0010,Seasonal,0.995,30.304,48.1941,False
STR005,SKU0011,Household & Cleaning,0.995,22.7908,27.3196,False
STR005,SKU0012,Dairy & Eggs,0.995,42.627,164.8493,False
STR005,SKU0013,Household & Cleaning,0.9933,34.6196,43.6312,False
STR005,SKU0014,Seasonal,0.995,42.8563,66.3046,False
STR005,SKU0015,Frozen,0.9664,34.9876,97.581,True
STR005,SKU0016,Snacks & Confectionery,0.9936,58.2859,174.0605,False
STR005,SKU0017,Ambient Grocery,0.995,36.0355,63.3082,False
STR005,SKU0018,Ambient Grocery,0.995,16.1155,32.1489,False
STR005,SKU0019,Fresh Produce,0.6723,5.2511,11.1118,True
STR005,SKU0020,Dairy & Eggs,0.8644,10.5137,35.1137,True
STR005,SKU0021,Household & Cleaning,0.995,22.7908,47.3623,False
STR005,SKU0022,Bakery,0.5,0.0,143.1646,True
STR005,SKU0023,Frozen,0.995,34.8048,40.6697,False
STR005,SKU0024,Fresh Produce,0.5329,1.3745,70.8457,True
STR005,SKU0025,Beverages,0.9938,58.8708,125.7719,False
STR005,SKU0026,Fresh Produce,0.5101,0.4207,23.1878,True
STR005,SKU0027,Ambient Grocery,0.9929,40.6045,75.6045,False
STR005,SKU0028,Seasonal,0.9934,58.3355,66.7751,False
STR005,SKU0029,Fresh Produce,0.5798,4.1027,87.8258,True
STR005,SKU0030,Ambient Grocery,0.9919,39.7987,96.7264,False
STR005,SKU0031,Health & Beauty,0.995,32.2311,79.6157,False
STR005,SKU0032,Beverages,0.995,74.2293,161.8293,False
STR005,SKU0033,Seasonal,0.9906,78.1863,130.1863,False
STR005,SKU0034,Snacks & Confectionery,0.995,24.6107,35.3159,False
STR005,SKU0035,Household & Cleaning,0.9919,39.8266,153.3184,False
STR005,SKU0036,Household & Cleaning,0.995,27.913,62.2316,False
STR005,SKU0037,Dairy & Eggs,0.8618,10.4011,27.7857,True
STR005,SKU0038,Ambient Grocery,0.995,27.913,69.0558,False
STR005,SKU0039,Beverages,0.9944,66.6749,183.7628,False
STR005,SKU0040,Beverages,0.9922,56.9028,78.0457,False
STR005,SKU0041,Fresh Produce,0.5,0.0,70.3256,True
STR005,SKU0042,Ambient Grocery,0.9931,40.7281,107.8348,False
STR005,SKU0043,Ambient Grocery,0.995,16.1155,19.5739,False
STR005,SKU0044,Fresh Produce,0.5,0.0,123.2967,True
STR005,SKU0045,Ambient Grocery,0.9936,41.2211,61.6161,False
STR005,SKU0046,Bakery,0.6339,3.2704,15.5999,True
STR005,SKU0047,Fresh Produce,0.5278,0.8197,18.4041,True
STR005,SKU0048,Beverages,0.9948,67.3675,163.4594,False
STR005,SKU0049,Frozen,0.995,42.627,53.2196,False
STR005,SKU0050,Snacks & Confectionery,0.9935,62.7791,197.3944,False
STR005,SKU0051,Snacks & Confectionery,0.995,24.6107,53.7247,False
STR005,SKU0052,Ambient Grocery,0.9925,43.0668,107.5374,False
STR005,SKU0053,Frozen,0.995,42.627,81.8578,False
STR005,SKU0054,Seasonal,0.995,42.8563,51.0481,False
STR005,SKU0055,Beverages,0.995,42.8563,73.0424,False
STR005,SKU0056,Bakery,0.6099,2.6671,10.5902,True
STR005,SKU0057,Snacks & Confectionery,0.995,34.8048,58.2096,False
STR005,SKU0058,Fresh Produce,0.5,0.0,48.7879,True
STR005,SKU0059,Bakery,0.5395,1.6428,63.9505,True
STR005,SKU0060,Dairy & Eggs,0.995,49.2215,109.5215,False
STR005,SKU0061,Seasonal,0.9944,59.638,112.3852,False
STR005,SKU0062,Ambient Grocery,0.995,32.2311,83.384,False
STR005,SKU0063,Beverages,0.9915,74.3097,164.8854,False
STR005,SKU0064,Health & Beauty,0.995,32.2311,89.1911,False
STR005,SKU0065,Household & Cleaning,0.995,32.2311,68.2751,False
STR005,SKU0066,Snacks & Confectionery,0.9943,48.3899,99.4743,False
STR005,SKU0067,Bakery,0.5,0.0,124.4396,True
STR005,SKU0068,Seasonal,0.995,42.8563,56.9516,False
STR005,SKU0069,Beverages,0.995,42.8563,80.4827,False
STR005,SKU0070,Household & Cleaning,0.995,16.1155,21.3353,False
STR005,SKU0071,Fresh Produce,0.5,0.0,37.1084,True
STR005,SKU0072,Ambient Grocery,0.99,38.4923,76.1846,False
STR005,SKU0073,Bakery,0.5,0.0,21.8387,True
STR005,SKU0074,Snacks & Confectionery,0.9919,45.9522,96.7582,False
STR005,SKU0075,Ambient Grocery,0.9072,16.5671,110.5451,True
STR005,SKU0076,Health & Beauty,0.995,22.7908,25.8698,False
STR005,SKU0077,Ambient Grocery,0.995,32.2311,56.4069,False
STR005,SKU0078,Household & Cleaning,0.9913,42.0922,103.8596,False
STR005,SKU0079,Beverages,0.9944,79.0026,247.3114,False
STR005,SKU0080,Dairy & Eggs,0.8419,9.5753,35.5203,True
STR005,SKU0081,Frozen,0.9818,39.9725,49.3658,True
STR005,SKU0082,Frozen,0.995,42.627,79.1413,False
STR005,SKU0083,Snacks & Confectionery,0.9926,46.5634,105.948,False
STR005,SKU0084,Beverages,0.9946,79.3565,133.4898,False
STR005,SKU0085,Snacks & Confectionery,0.9937,47.6889,101.9948,False
STR005,SKU0086,Household & Cleaning,0.9909,41.7928,145.8807,False
STR005,SKU0087,Dairy & Eggs,0.7168,10.9548,77.724,True
STR005,SKU0088,Seasonal,0.9913,79.1604,153.2703,False
STR005,SKU0089,Snacks & Confectionery,0.995,24.6107,31.1023,False
STR005,SKU0090,Health & Beauty,0.995,22.7908,25.8908,False
STR005,SKU0091,Bakery,0.995,24.6107,40.8195,False
STR005,SKU0092,Ambient Grocery,0.995,22.7908,50.554,False
STR005,SKU0093,Frozen,0.9913,55.6356,95.6576,False
STR005,SKU0094,Health & Beauty,0.995,27.913,66.0888,False
STR005,SKU0095,Ambient Grocery,0.995,16.1155,37.3736,False
STR005,SKU0096,Seasonal,0.995,52.4881,88.4191,False
STR005,SKU0097,Dairy & Eggs,0.6013,3.4692,46.9827,True
STR005,SKU0098,Ambient Grocery,0.9915,39.4807,209.7557,False
STR005,SKU0099,Household & Cleaning,0.9937,31.2114,72.1691,False
STR005,SKU0100,Fresh Produce,0.7384,10.6241,60.3741,True
STR005,SKU0101,Frozen,0.995,34.8048,47.8934,False
STR005,SKU0102,Beverages,0.9898,72.1293,163.2832,False
STR005,SKU0103,Fresh Produce,0.6537,4.6525,14.9488,True
STR005,SKU0104,Household & Cleaning,0.995,16.1155,20.6496,False
STR005,SKU0105,Ambient Grocery,0.9874,39.5879,227.3089,False
STR005,SKU0106,Bakery,0.5,0.0,42.8352,True
STR005,SKU0107,Snacks & Confectionery,0.9903,63.1892,203.6337,False
STR005,SKU0108,Ambient Grocery,0.9915,36.5703,222.9659,False
STR005,SKU0109,Beverages,0.992,74.9816,302.8316,False
STR005,SKU0110,Beverages,0.995,30.304,51.8974,False
STR005,SKU0111,Snacks & Confectionery,0.995,42.627,133.5501,False
STR005,SKU0112,Frozen,0.9942,68.2177,156.1298,False
STR005,SKU0113,Bakery,0.6894,4.7216,32.3091,True
STR005,SKU0114,Snacks & Confectionery,0.9936,62.9937,160.9168,False
STR005,SKU0115,Fresh Produce,0.55,2.0896,33.3667,True
STR005,SKU0116,Snacks & Confectionery,0.995,34.8048,71.7561,False
STR005,SKU0117,Ambient Grocery,0.993,34.3688,114.5885,False
STR005,SKU0118,Ambient Grocery,0.995,22.7908,66.4617,False
STR005,SKU0119,Dairy & Eggs,0.7727,12.3746,55.99,True
STR005,SKU0120,Seasonal,0.9944,59.678,108.2494,False
STR005,SKU0121,Snacks & Confectionery,0.995,49.2215,87.6215,False
STR005,SKU0122,Ambient Grocery,0.995,16.1155,25.8738,False
STR005,SKU0123,Bakery,0.5642,2.6744,44.9744,True
STR005,SKU0124,Beverages,0.995,30.304,48.4972,False
STR005,SKU0125,Snacks & Confectionery,0.995,24.6107,42.5177,False
STR005,SKU0126,Health & Beauty,0.995,16.1155,34.0334,False
STR005,SKU0127,Ambient Grocery,0.995,22.7908,43.7555,False
STR005,SKU0128,Ambient Grocery,0.995,27.913,49.5705,False
STR005,SKU0129,Fresh Produce,0.5,0.0,36.1319,True
STR005,SKU0130,Fresh Produce,0.5,0.0,37.5385,True
STR005,SKU0131,Beverages,0.995,42.8563,57.5816,False
STR005,SKU0132,Ambient Grocery,0.9933,43.7281,210.9394,False
STR005,SKU0133,Frozen,0.995,24.6107,29.5073,False
STR005,SKU0134,Frozen,0.995,42.627,87.5145,False
STR005,SKU0135,Seasonal,0.9942,66.3871,117.113,False
STR005,SKU0136,Ambient Grocery,0.9914,36.4879,70.444,False
STR005,SKU0137,Beverages,0.995,30.304,54.1412,False
STR005,SKU0138,Dairy & Eggs,0.7804,7.3907,19.5006,True
STR005,SKU0139,Health & Beauty,0.9918,39.7574,95.6035,False
STR005,SKU0140,Snacks & Confectionery,0.995,42.627,88.5172,False
STR005,SKU0141,Dairy & Eggs,0.8556,14.3302,70.5831,True
STR005,SKU0142,Ambient Grocery,0.9918,39.7486,113.5178,False
STR005,SKU0143,Fresh Produce,0.5,0.0,70.4396,True
STR005,SKU0144,Beverages,0.995,30.304,35.7436,False
STR005,SKU0145,Dairy & Eggs,0.883,11.3695,24.2266,True
STR005,SKU0146,Snacks & Confectionery,0.994,47.9839,78.7425,False
STR005,SKU0147,Ambient Grocery,0.9933,37.8897,190.1002,False
STR005,SKU0148,Fresh Produce,0.5185,1.0894,146.2848,True
STR005,SKU0149,Bakery,0.6469,3.6018,23.0143,True
STR005,SKU0150,Beverages,0.9898,72.1249,140.5961,False
STR006,SKU0001,Fresh Produce,0.6551,8.1351,44.6693,True
STR006,SKU0002,Dairy & Eggs,0.736,12.0579,172.3143,True
STR006,SKU0003,Ambient Grocery,0.995,22.7908,96.4019,False
STR006,SKU0004,Beverages,0.9913,79.1408,243.4005,False
STR006,SKU0005,Bakery,0.9895,58.359,174.1771,False
STR006,SKU0006,Fresh Produce,0.5777,3.995,66.7904,True
STR006,SKU0007,Dairy & Eggs,0.7504,11.1815,73.977,True
STR006,SKU0008,Frozen,0.9916,22.8512,27.7743,True
STR006,SKU0009,Snacks & Confectionery,0.995,34.8048,71.9248,False
STR006,SKU0010,Seasonal,0.995,30.304,49.0622,False
STR006,SKU0011,Household & Cleaning,0.995,22.7908,28.2233,False
STR006,SKU0012,Dairy & Eggs,0.995,42.627,191.4582,False
STR006,SKU0013,Household & Cleaning,0.9933,34.6196,47.8432,False
STR006,SKU0014,Seasonal,0.995,42.8563,68.2994,False
STR006,SKU0015,Frozen,0.9664,34.9876,113.8887,True
STR006,SKU0016,Snacks & Confectionery,0.9936,58.2859,178.8243,False
STR006,SKU0017,Ambient Grocery,0.995,36.0355,73.7278,False
STR006,SKU0018,Ambient Grocery,0.995,16.1155,37.8207,False
STR006,SKU0019,Fresh Produce,0.6723,5.2511,12.9049,True
STR006,SKU0020,Dairy & Eggs,0.8644,10.5137,44.1071,True
STR006,SKU0021,Household & Cleaning,0.995,22.7908,58.1908,False
STR006,SKU0022,Bakery,0.5,0.0,168.4655,True
STR006,SKU0023,Frozen,0.995,34.8048,43.5927,False
STR006,SKU0024,Fresh Produce,0.5329,1.3745,102.6712,True
STR006,SKU0025,Beverages,0.9938,58.8708,149.0686,False
STR006,SKU0026,Fresh Produce,0.5101,0.4207,26.314,True
STR006,SKU0027,Ambient Grocery,0.9929,40.6045,88.4093,False
STR006,SKU0028,Seasonal,0.9934,58.3355,70.0718,False
STR006,SKU0029,Fresh Produce,0.5798,4.1027,119.395,True
STR006,SKU0030,Ambient Grocery,0.9919,39.7987,113.0714,False
STR006,SKU0031,Health & Beauty,0.995,32.2311,86.9564,False
STR006,SKU0032,Beverages,0.995,74.2293,185.847,False
STR006,SKU0033,Seasonal,0.9906,78.1863,128.2553,False
STR006,SKU0034,Snacks & Confectionery,0.995,24.6107,40.0152,False
STR006,SKU0035,Household & Cleaning,0.9919,39.8266,195.3199,False
STR006,SKU0036,Household & Cleaning,0.995,27.913,69.5503,False
STR006,SKU0037,Dairy & Eggs,0.8618,10.4011,29.2119,True
STR006,SKU0038,Ambient Grocery,0.995,27.913,82.2426,False
STR006,SKU0039,Beverages,0.9944,66.6749,197.6089,False
STR006,SKU0040,Beverages,0.9922,56.9028,75.2618,False
STR006,SKU0041,Fresh Produce,0.5,0.0,95.9535,True
STR006,SKU0042,Ambient Grocery,0.9931,40.7281,125.1948,False
STR006,SKU0043,Ambient Grocery,0.995,16.1155,20.4678,False
STR006,SKU0044,Fresh Produce,0.5,0.0,158.1978,True
STR006,SKU0045,Ambient Grocery,0.9936,41.2211,70.5705,False
STR006,SKU0046,Bakery,0.6339,3.2704,17.7008,True
STR006,SKU0047,Fresh Produce,0.5278,0.8197,20.1348,True
STR006,SKU0048,Beverages,0.9948,67.3675,200.322,False
STR006,SKU0049,Frozen,0.995,42.627,56.547,False
STR006,SKU0050,Snacks & Confectionery,0.9935,62.7791,240.0741,False
STR006,SKU0051,Snacks & Confectionery,0.995,24.6107,65.8107,False
STR006,SKU0052,Ambient Grocery,0.9925,43.0668,130.2053,False
STR006,SKU0053,Frozen,0.995,42.627,97.715,False
STR006,SKU0054,Seasonal,0.995,42.8563,54.2849,False
STR006,SKU0055,Beverages,0.995,42.8563,70.6835,False
STR006,SKU0056,Bakery,0.6099,2.6671,13.2495,True
STR006,SKU0057,Snacks & Confectionery,0.995,34.8048,63.4437,False
STR006,SKU0058,Fresh Produce,0.5,0.0,63.7531,True
STR006,SKU0059,Bakery,0.5395,1.6428,81.5878,True
STR006,SKU0060,Dairy & Eggs,0.995,49.2215,130.2691,False
STR006,SKU0061,Seasonal,0.9944,59.638,122.7149,False
STR006,SKU0062,Ambient Grocery,0.995,32.2311,92.4278,False
STR006,SKU0063,Beverages,0.9915,74.3097,162.5933,False
STR006,SKU0064,Health & Beauty,0.995,32.2311,81.7778,False
STR006,SKU0065,Household & Cleaning,0.995,32.2311,81.374,False
STR006,SKU0066,Snacks & Confectionery,0.9943,48.3899,104.1082,False
STR006,SKU0067,Bakery,0.5,0.0,154.022,True
STR006,SKU0068,Seasonal,0.995,42.8563,58.6063,False
STR006,SKU0069,Beverages,0.995,42.8563,90.1897,False
STR006,SKU0070,Household & Cleaning,0.995,16.1155,21.6729,False
