draw,profit_gbp
1729,-23.7504
1730,-426.2971
1731,-719.1131
1732,-226.0868
1733,-174.1525
1734,-513.4778
1735,-615.1685
1736,-426.4812
1737,9.7782
1738,-521.5928
1739,-761.7946
1740,-116.2908
1741,-308.6982
1742,-870.9562
1743,-1019.4051
1744,-878.8935
1745,-360.0876
1746,86.2124
1747,241.9346
1748,-174.1883
1749,-112.8766
1750,748.9834
1751,-120.2223
1752,16.749
1753,145.664
1754,409.06
1755,-550.8158
1756,-564.862
1757,694.5438
1758,166.6996
1759,-798.8901
1760,235.4239
1761,-119.4847
1762,-288.5648
1763,443.1898
1764,-709.6148
1765,222.3868
1766,-384.6706
1767,-31.0113
1768,-357.8375
1769,-291.9578
1770,-710.7717
1771,-295.1501
1772,-555.4505
1773,-114.1927
1774,65.2103
1775,436.035
1776,-207.8361
1777,-116.493
1778,-368.0182
1779,-354.7684
1780,286.457
1781,-204.0149
1782,-375.5637
1783,-291.5598
1784,-158.4977
1785,-906.319
1786,-69.5333
1787,306.2654
1788,-792.4888
1789,31.2659
1790,-579.9239
1791,213.5708
1792,-698.3792
1793,-376.9776
1794,-1146.1541
1795,-783.3664
1796,-359.4012
1797,-261.0553
1798,-86.1707
1799,217.4326
1800,-575.5913
1801,-602.6015
1802,-569.7546
1803,-872.2347
1804,-309.7512
1805,157.9259
1806,23.4027
1807,-790.0012
1808,21.818
1809,197.9176
1810,-605.8395
1811,-390.8719
1812,-387.643
1813,894.6066
1814,406.5035
1815,0.4433
1816,557.0292
1817,-234.5239
1818,258.9428
1819,-281.3587
1820,-392.3677
1821,298.7974
1822,-262.0267
1823,85.2857
1824,-493.2939
1825,-117.6177
1826,-635.1778
1827,-483.2673
1828,-816.5454
1829,-536.925
1830,-7.3146
1831,-369.894
1832,-477.5541
1833,-499.8342
1834,316.4647
1835,-234.4622
1836,-471.738
1837,42.8384
1838,-839.0089
1839,-105.5468
1840,-954.2048
1841,78.2175
1842,-537.3809
1843,-319.2304
1844,-26.1434
1845,-65.9301
1846,87.1021
1847,-262.6838
1848,-16.7489
1849,323.5227
1850,-239.5767
1851,72.1108
1852,309.5618
1853,204.8876
1854,-1129.1936
1855,-521.0738
1856,-477.8426
1857,-251.9583
1858,-500.0861
1859,-86.1784
1860,139.9309
1861,-304.3586
1862,-563.1039
1863,-335.7268
1864,-688.5489
1865,-748.9993
1866,159.6935
1867,-402.1531
1868,-941.0792
1869,-660.0764
1870,-591.853
1871,-826.0262
1872,-312.1279
1873,-219.2214
1874,-1052.8756
1875,-208.5178
1876,-294.3792
1877,-67.4773
1878,-103.2341
1879,-235.1639
1880,-826.3615
1881,-242.4172
1882,-195.1624
1883,-400.437
1884,-53.9461
1885,-629.0871
1886,783.6044
1887,-566.5405
1888,-365.2461
1889,-532.1712
1890,-700.4135
1891,-425.8345
1892,-103.0753
1893,19.6734
1894,140.7153
1895,-343.206
1896,-521.876
1897,-845.878
1898,-822.3915
1899,-270.2437
1900,1013.3548
1901,-320.4811
1902,-380.6049
1903,-405.5729
1904,-1438.8415
1905,-569.1432
1906,-479.5675
1907,1.6348
1908,-702.634
1909,-624.9751
1910,-263.7029
1911,-788.7719
1912,-293.9305
1913,-1016.141
1914,-222.2553
1915,-346.6313
1916,-106.9243
1917,-537.5879
1918,-600.4676
1919,-544.5169
1920,-1052.4944
1921,-432.3397
1922,-785.5087
1923,-448.8864
1924,62.6156
1925,-151.093
1926,3.4729
1927,-194.3972
1928,-145.5754
1929,-85.5005
1930,-924.9747
1931,-418.9798
1932,413.9791
1933,-411.6465
1934,-582.9736
1935,-415.9146
1936,-415.9453
1937,-184.7176
1938,-387.045
1939,-618.3432
1940,-588.9581
1941,331.8896
1942,137.0566
1943,505.2583
1944,-206.2436
1945,-631.122
1946,66.3823
1947,-577.4179
1948,96.8756
1949,-103.0653
1950,-611.3054
1951,-235.5386
1952,-188.6995
1953,-74.8228
1954,-1097.9575
1955,-256.188
1956,-738.0203
1957,-736.2365
1958,-857.8673
1959,282.1325
1960,-165.6785
1961,-19.8929
1962,34.4173
1963,-42.7291
1964,253.2516
1965,-195.4658
1966,-283.1067
1967,-1242.9538
1968,-513.0459
1969,-634.5561
1970,-56.3914
1971,-322.5868
1972,73.3265
1973,-1084.4978
1974,-698.3789
1975,-345.7005
1976,128.3245
1977,434.7793
1978,-349.4971
1979,-9.5983
1980,118.903
1981,-131.2173
1982,-382.3172
1983,18.2098
1984,29.5139
1985,-921.9871
1986,-248.5505
1987,-869.1297
1988,111.5604
1989,-183.9419
1990,-837.2789
1991,-163.8942
1992,-340.7203
1993,97.6613
1994,-604.1447
1995,204.2027
1996,-595.3015
1997,-413.5707
1998,-420.361
1999,-897.4813
2000,-408.2249
2001,-292.852
2002,-489.8824
2003,-140.5747
2004,-129.2729
2005,-702.9104
2006,-244.4245
2007,-653.1098
2008,-4.8352
2009,-343.0037
2010,-701.47
2011,-554.2522
2012,97.6739
2013,-693.1836
2014,-587.7464
2015,-256.5156
2016,-140.4646
2017,418.0546
2018,-154.2913
2019,-407.3848
2020,-667.1961
2021,-215.785
2022,-307.0851
2023,280.8864
2024,-274.4852
2025,195.3236
2026,-44.6668
2027,133.8886
2028,-585.9116
2029,372.2018
2030,-369.6057
2031,-717.4504
2032,-272.2917
2033,-72.4566
2034,-752.2196
2035,-382.3868
2036,-632.9436
2037,-180.3038
2038,-575.1207
2039,198.4022
2040,-320.7708
2041,172.5374
2042,-456.2523
2043,-550.2043
2044,-837.1547
2045,-1384.6961
2046,-585.4744
2047,149.0123
2048,-493.1321
2049,-1097.4881
2050,-124.3778
2051,-153.0173
2052,-605.8647
2053,-211.859
2054,142.6779
2055,273.8257
2056,-631.7515
2057,3.1742
2058,-209.6624
2059,-197.9694
2060,-199.6961
2061,106.674
2062,161.0331
2063,-303.3001
2064,-414.7232
2065,-218.0333
2066,-661.145
2067,290.1951
2068,73.6506
2069,-472.5205
2070,-21.0259
2071,-761.8917
2072,-629.1896
2073,-467.5887
2074,-746.3448
2075,-151.5655
2076,141.265
2077,-412.8945
2078,-480.3
2079,-292.707
2080,-116.2222
2081,240.6702
2082,-304.4206
2083,238.2156
2084,-520.5072
2085,-508.7631
2086,-606.219
2087,-375.7529
2088,-80.2629
2089,127.3918
2090,321.9605
2091,-478.2848
2092,112.2915
2093,-92.9914
2094,414.9924
2095,-225.8103
2096,684.7321
2097,309.7044
2098,-521.9201
2099,151.6519
2100,398.6659
2101,-50.3677
2102,13.0009
2103,-427.1866
2104,-682.2753
2105,-599.049
2106,-468.066
2107,299.7741
2108,-398.3121
2109,-21.7281
2110,1370.5416
2111,-167.4419
2112,-540.5983
2113,89.4307
2114,414.0503
2115,-623.9449
2116,-56.745
2117,-85.2927
2118,-293.2278
2119,-745.9411
2120,-521.82
2121,516.1952
2122,310.8349
2123,168.6131
2124,-264.6311
2125,137.3766
2126,-106.7376
2127,-98.6655
2128,-46.9556
2129,-625.9691
2130,83.1283
2131,-609.7346
2132,-614.7365
2133,-649.0674
2134,-826.7246
2135,-692.1311
2136,718.3768
2137,116.4382
2138,-352.791
2139,-279.3779
2140,-794.2109
2141,-701.0125
2142,-293.775
2143,250.3239
2144,-177.0971
2145,-655.2894
2146,-179.3654
2147,-126.7811
2148,187.7173
2149,-41.2705
2150,-358.5481
2151,-230.5506
2152,-935.1361
2153,-224.5813
2154,256.1385
2155,110.4709
2156,-458.0018
2157,-85.5208
2158,-956.0571
2159,457.4853
2160,-119.8403
2161,-357.4944
2162,-236.6359
2163,-270.5989
2164,-115.3765
2165,-68.4514
2166,-978.5271
2167,-178.4328
2168,-100.1891
2169,-132.7792
2170,262.3563
2171,-1525.3936
2172,-343.0687
2173,-613.404
2174,-177.7683
2175,32.4635
2176,426.9677
2177,-334.438
2178,-126.5907
2179,-710.785
2180,-904.4534
2181,-432.1063
2182,-65.7804
2183,-604.7064
2184,-51.7734
2185,-630.0575
2186,-591.3858
2187,-256.3824
2188,-24.0647
2189,9.4612
2190,-325.7525
2191,-305.8222
2192,-129.2835
2193,-580.4405
2194,-123.5723
2195,-201.9787
2196,-1031.1729
2197,264.6411
2198,-288.6784
2199,104.7523
2200,-381.6527
2201,-497.3516
2202,38.0159
2203,-246.4177
2204,54.603
2205,-477.8106
2206,260.3946
2207,-306.6296
2208,-301.0193
2209,-262.7592
2210,119.3001
2211,207.9709
2212,-627.2063
2213,-499.9537
2214,-1784.6764
2215,-130.5134
2216,591.9514
2217,92.3073
2218,-144.5655
2219,-184.1211
2220,-513.1624
2221,-369.7452
2222,12.7462
2223,-832.303
2224,129.9816
2225,-386.4811
2226,-667.11
2227,-710.9022
2228,-348.7534
2229,-319.248
2230,222.6157
2231,-447.9965
2232,51.9261
2233,-519.5566
2234,-530.0821
2235,-23.6737
2236,-9.491
2237,-639.3001
2238,81.2267
2239,-307.3551
2240,-435.1132
2241,-1427.7689
2242,-426.3771
2243,-283.8144
2244,-190.6197
2245,59.7267
2246,-37.7773
2247,-948.6171
2248,-619.5483
2249,-83.7088
2250,487.8436
2251,133.8238
2252,-8.6335
2253,-400.8157
2254,117.8143
2255,-262.0224
2256,3.6541
2257,202.9562
2258,-150.7783
2259,-629.9661
2260,-88.5429
2261,-562.4005
2262,106.7565
2263,596.9545
2264,2.7245
2265,-31.022
2266,-72.9135
2267,846.7831
2268,-33.1979
2269,-434.9841
2270,-275.7762
2271,-355.5763
2272,-878.2744
2273,-206.3877
2274,-135.6026
2275,262.2993
2276,66.178
2277,764.193
2278,-225.8325
2279,-80.157
2280,-278.9406
2281,-192.6749
2282,-60.8669
2283,-312.2254
2284,157.6322
2285,197.7123
2286,-540.7249
2287,74.5354
2288,-690.0951
2289,608.3172
2290,-375.9621
2291,-112.0936
2292,39.9723
2293,-1287.0769
2294,-523.929
2295,-674.4747
2296,-128.8277
2297,47.3544
2298,-104.9706
2299,405.4168
2300,-590.0155
2301,-99.4445
2302,-492.27
2303,-2.0737
2304,-864.4495
2305,-140.6141
2306,-620.4333
2307,204.8331
2308,-688.1199
2309,-456.3411
2310,44.3633
2311,-238.9577
2312,-161.2779
2313,-81.8171
2314,-621.7155
2315,-78.3258
2316,-137.1505
2317,-40.5346
2318,707.5415
2319,-623.0756
2320,-1074.7474
2321,-438.4313
2322,-764.2188
2323,-250.4396
2324,-403.1504
2325,554.6889
2326,198.1801
2327,-183.5041
2328,-341.1055
2329,493.5376
2330,-101.5698
2331,-425.1038
2332,-496.2949
2333,-364.4233
2334,-231.108
2335,-133.8942
2336,52.2012
2337,336.3989
2338,-518.9117
2339,-551.5964
2340,164.2991
2341,-364.0871
2342,46.4646
2343,-361.0846
2344,303.3267
2345,-164.7717
2346,382.6493
2347,-1146.905
2348,-688.5966
2349,-394.4234
2350,115.2616
2351,-217.2169
2352,-286.5216
2353,-762.3455
2354,-435.6076
2355,-190.9439
2356,-793.3272
2357,-301.2085
2358,-1024.5279
2359,-454.0905
2360,104.252
2361,-91.2887
2362,-164.9405
2363,-226.9806
2364,-859.0639
2365,199.1167
2366,-447.0268
2367,-585.5188
2368,-768.0613
2369,874.2786
2370,-241.4855
2371,-248.2282
2372,-140.5963
2373,-768.3397
2374,817.8284
2375,-587.1876
2376,-144.0364
2377,-1086.3538
2378,-245.8487
2379,68.992
2380,-402.9814
2381,-562.2239
2382,-430.522
2383,-647.403
2384,-896.8359
2385,-73.1574
2386,229.6789
2387,-816.3551
2388,-232.194
2389,-4.9331
2390,-405.134
2391,-334.0149
2392,-106.3092
2393,-116.1046
2394,378.1656
2395,-379.8811
2396,-187.58
2397,-149.377
2398,-1494.5859
2399,-916.328
2400,-411.731
2401,-868.5698
2402,-610.3634
2403,-1175.5622
2404,-471.3805
2405,-404.6029
2406,-466.5057
2407,-920.5708
2408,-382.4932
2409,-1185.6473
2410,185.3617
2411,-150.928
2412,-315.656
2413,-137.2325
2414,-413.5136
2415,-725.7959
2416,-79.4724
2417,-606.2298
2418,-794.5866
2419,165.9704
2420,143.0371
2421,-428.6321
2422,160.7702
2423,-180.1593
2424,-860.5768
2425,-367.057
2426,-702.3153
2427,-283.1824
2428,-282.7026
2429,-229.9177
2430,-49.96
2431,-733.8291
2432,166.01
2433,-817.2595
2434,-106.1464
2435,-292.7052
2436,-641.7577
2437,-660.3518
2438,-382.6646
2439,-391.5114
2440,10.0743
2441,-186.0666
2442,-89.4537
2443,484.34
2444,-100.6433
2445,185.6643
2446,-904.3579
2447,-436.7411
2448,-76.9261
2449,226.8109
2450,-25.0811
2451,140.8654
2452,-344.7941
2453,-396.365
2454,-64.7819
2455,587.3056
2456,-216.7736
2457,-384.3646
2458,-669.5164
2459,-113.8575
2460,-412.7066
2461,-351.7973
2462,-119.3031
2463,278.8986
2464,-588.6523
2465,586.3979
2466,-311.4709
2467,491.3028
2468,-125.4292
2469,407.3811
2470,-208.5625
2471,-546.4925
2472,-482.0473
2473,-576.3235
2474,-941.218
2475,-692.8749
2476,-609.1101
2477,-304.96
2478,44.9076
2479,-176.0803
2480,-282.333
2481,-789.2797
2482,-521.9052
2483,-628.5176
2484,-172.3538
2485,26.4855
2486,-584.8545
2487,-541.464
2488,-406.8517
2489,17.0365
2490,-196.4539
2491,565.5696
2492,644.1191
2493,269.046
2494,-126.7253
2495,-574.9666
2496,-883.615
2497,-37.0732
2498,-66.6799
2499,-120.0394
2500,-146.0594
2501,-521.6317
2502,-347.1076
2503,292.0295
2504,492.6396
2505,-830.3893
2506,-312.6852
2507,-834.5914
2508,37.4794
2509,-276.8039
2510,-518.9188
2511,66.5916
2512,521.7315
2513,-144.7249
2514,-152.8495
2515,-392.6068
2516,-22.252
2517,-219.9754
2518,-402.3426
2519,127.9503
2520,-321.9114
2521,-574.0142
2522,-921.2485
2523,52.5978
2524,380.2347
2525,-112.8816
2526,-760.8709
2527,-1156.6449
2528,-367.6068
2529,-239.4841
2530,-362.0958
2531,337.9025
2532,281.5463
2533,-330.8206
2534,-1093.9423
2535,-494.6318
2536,-96.9383
2537,-288.5171
2538,-29.8456
2539,-407.6943
2540,154.4083
2541,-310.3596
2542,171.7696
2543,-321.4217
2544,-700.7758
2545,-466.6542
2546,217.6107
2547,-175.5397
2548,-813.6418
2549,58.6536
2550,-449.2394
2551,-387.7711
2552,37.7777
2553,-927.149
2554,-63.8761
2555,-382.1762
2556,-836.643
2557,-252.927
2558,-732.7056
2559,633.3053
2560,-863.6881
2561,-404.7803
2562,-324.419
2563,-207.9456
2564,-738.4136
2565,9.4656
2566,-588.9881
2567,-113.6134
2568,-863.3109
2569,65.5238
2570,-309.3125
2571,-625.3886
2572,-209.3517
2573,29.345
2574,124.3284
2575,-492.495
2576,-500.297
2577,-78.4145
2578,-444.8457
2579,-214.5747
2580,550.0934
2581,-148.3024
2582,126.7072
2583,-224.3979
2584,-110.2826
2585,-199.6086
2586,-255.4664
2587,408.5335
2588,-89.2005
2589,-1010.4314
2590,-310.7617
2591,-253.9263
2592,-265.7174
2593,506.4389
2594,-683.5239
2595,493.1087
2596,349.8642
2597,-311.0211
2598,-383.7239
2599,-301.418
2600,242.4514
2601,-678.7826
2602,-329.0236
2603,334.5831
2604,-617.4717
2605,-165.6496
2606,-285.3577
2607,-108.3591
2608,-727.4808
2609,-453.2454
2610,-35.9291
2611,-455.9392
2612,163.5632
2613,-476.4214
2614,234.2111
2615,-372.0004
2616,-50.3908
2617,-775.9852
2618,-490.693
2619,-579.0011
2620,-333.9046
2621,-1291.305
2622,-233.5667
2623,-386.1652
2624,109.8243
2625,429.9945
2626,-405.875
2627,-313.9254
2628,-353.7858
2629,-1152.6433
2630,-698.2527
2631,442.513
2632,-637.165
2633,-321.3126
2634,-472.7317
2635,-256.8307
2636,422.2059
2637,-313.414
2638,-423.6008
2639,-822.1412
2640,-956.2217
2641,-403.7982
2642,-71.9471
2643,171.4782
2644,-14.0352
2645,-220.8302
2646,42.251
2647,-401.2842
2648,-153.053
2649,-249.4671
2650,-474.3316
2651,-130.3491
2652,-21.1883
2653,-809.4462
2654,-490.267
2655,-793.5218
2656,-472.0292
2657,222.2173
2658,-299.6406
2659,-290.7503
2660,-176.8693
2661,102.4371
2662,33.6057
2663,294.7829
2664,-265.1799
2665,-1337.6549
2666,-750.6366
2667,-452.3323
2668,-715.5696
2669,37.5664
2670,-481.1751
2671,691.7125
2672,-267.9402
2673,510.0478
2674,295.0116
2675,-249.019
2676,-456.3741
2677,-234.0677
2678,-89.6391
2679,-71.7586
2680,67.94
2681,-287.8142
2682,-546.6808
2683,-203.7419
2684,-240.3022
2685,1127.2407
2686,-526.4871
2687,-735.084
2688,-953.5092
2689,-543.0838
2690,-574.7869
2691,72.1582
2692,-409.7486
2693,-735.5899
2694,791.065
2695,-201.9734
2696,-449.3974
2697,-1000.1901
2698,-101.2685
2699,-267.1509
2700,-394.2822
2701,32.648
2702,-213.9974
2703,163.2384
2704,-240.3579
2705,-159.8773
2706,-380.0349
2707,97.0542
2708,-316.1456
2709,614.8062
2710,-779.3009
2711,-208.3983
2712,-115.9235
2713,540.7144
2714,-291.1164
2715,-396.552
2716,668.9185
2717,196.4686
2718,435.3668
2719,-764.6975
2720,-734.2379
2721,99.1456
2722,-682.1958
2723,-123.3405
2724,-689.7371
2725,-733.4171
2726,568.3905
2727,-256.7428
2728,-161.281
2729,88.58
2730,232.0741
2731,-552.9203
2732,-488.3086
2733,-263.3214
2734,48.2978
2735,-180.3504
2736,-1095.1223
2737,525.8272
2738,-221.1179
2739,1051.1166
2740,-85.84
2741,-779.9782
2742,-279.2151
2743,243.9664
2744,483.7963
2745,200.0559
2746,-169.1025
2747,-216.3525
2748,-710.8603
2749,-154.5531
2750,-615.5607
2751,84.9755
2752,-32.1782
2753,-451.4184
2754,76.436
2755,-486.0475
2756,-568.2784
2757,-39.8288
2758,690.4234
2759,-424.0353
2760,-77.7634
2761,-485.1831
2762,-926.5686
2763,-1353.2419
2764,-395.2649
2765,-7.3047
2766,-516.6772
2767,-449.9612
2768,-175.6388
2769,218.2221
2770,240.8454
2771,778.4202
2772,729.2667
2773,-106.8481
2774,-169.5274
2775,-88.6583
2776,-380.8281
2777,96.5015
2778,-344.2164
2779,-220.3599
2780,329.2642
2781,-229.373
2782,-222.8073
2783,-275.9548
2784,173.1148
2785,-492.0646
2786,65.8434
2787,226.1347
2788,136.0404
2789,-808.9023
2790,116.622
2791,298.0037
2792,-653.1984
2793,-883.2247
2794,-713.4519
2795,327.883
2796,-442.8261
2797,-109.1661
2798,135.3229
2799,-1331.8623
2800,-370.3772
2801,-104.9956
2802,-494.8546
2803,-607.0432
2804,89.402
2805,479.969
2806,-172.1199
2807,422.0791
2808,24.5162
2809,348.207
2810,-200.8226
2811,535.9751
2812,117.1955
2813,-451.2087
2814,237.1123
2815,-525.0841
2816,52.8316
2817,-1233.4036
2818,-510.1106
2819,-566.0888
2820,141.2995
2821,-862.9072
2822,-409.7679
2823,42.4401
2824,-100.6303
2825,-277.1515
2826,-3.1706
2827,-883.696
2828,-505.1596
2829,-673.19
2830,94.9485
2831,-40.7205
2832,-436.0678
2833,-573.6076
2834,-557.9844
2835,-312.1479
2836,-689.087
2837,-678.8773
2838,-488.8135
2839,-371.555
2840,-509.2333
2841,-316.482
2842,-123.8101
2843,-14.6449
2844,-362.5612
2845,174.346
2846,323.7864
2847,40.0873
2848,-277.4052
2849,257.5016
2850,-387.2038
2851,-925.581
2852,107.3998
2853,-103.0542
2854,414.4731
2855,-403.7902
2856,-683.9888
2857,110.9357
2858,-485.707
2859,664.2742
2860,-317.9549
2861,353.8737
2862,-547.4715
2863,-473.447
2864,-892.0629
2865,-481.1619
2866,-69.4846
2867,-722.6703
2868,44.8473
2869,-975.5474
2870,-233.6924
2871,-595.4579
2872,-51.8774
2873,-618.0835
2874,-47.7133
2875,-133.8129
2876,-751.4258
2877,-349.1176
2878,-791.3898
2879,-341.0885
2880,-323.2744
2881,-1079.03
2882,-601.6288
2883,447.6365
2884,-243.3862
2885,-31.6683
2886,-821.671
2887,-612.337
2888,-1021.2156
2889,-413.3592
2890,-626.0403
2891,-335.8162
2892,-73.7687
2893,-643.9722
2894,-510.37
2895,-1152.7181
2896,-3.3315
2897,-357.2336
2898,149.8151
2899,-88.8201
2900,189.5238
2901,-185.9289
2902,-389.8539
2903,-53.5399
2904,-210.0998
2905,315.7464
2906,459.6841
2907,-275.0487
2908,-883.6315
2909,285.7328
2910,210.7786
2911,-254.4806
2912,-306.3516
2913,575.5591
2914,64.6387
2915,-802.2947
2916,57.0162
2917,-13.9848
2918,649.8102
2919,392.344
2920,129.797
2921,-729.7151
2922,-479.903
2923,-1048.2562
2924,463.389
2925,-1027.8078
2926,-710.48
2927,26.127
2928,-395.0684
2929,-913.7883
2930,-223.5106
2931,8.165
2932,44.6759
2933,-247.6291
2934,-1002.6004
2935,-333.3261
2936,-731.6328
2937,-299.6443
2938,-500.5022
2939,434.4522
2940,152.6898
2941,74.3668
2942,-488.9628
2943,310.1976
2944,-16.9974
2945,-529.4455
2946,-681.6857
2947,-1095.6601
2948,338.8974
2949,613.0041
2950,-483.5235
2951,-419.7161
2952,-270.2452
2953,-540.0649
2954,-908.5733
2955,-471.3655
2956,92.8646
2957,-447.5604
2958,-824.4359
2959,-524.5378
2960,-367.7355
2961,-885.0926
2962,-1099.182
2963,719.1134
2964,-1147.4951
2965,-487.7499
2966,-740.9423
2967,577.4934
2968,-6.5082
2969,-314.3483
2970,-520.2897
2971,206.6708
2972,-629.6205
2973,-75.7405
2974,16.2945
2975,-816.3272
2976,115.99
2977,-419.8702
2978,-395.6605
2979,-261.8536
2980,-616.6701
2981,-442.9723
2982,-473.0898
2983,-374.9654
2984,-69.4347
2985,-97.39
2986,-1211.0829
2987,-631.8013
2988,10.0915
2989,137.801
2990,18.8541
2991,-83.334
2992,-228.2872
2993,-509.7628
2994,515.2759
2995,-86.6056
2996,-416.7786
2997,-424.9787
2998,-512.9846
2999,-251.2039
3000,248.8849
3001,-759.2897
3002,-888.7307
3003,-694.0182
3004,-791.3408
3005,-221.8456
3006,-346.7937
3007,-144.5883
3008,-1073.9732
3009,-308.1479
3010,-279.863
3011,-517.0309
3012,308.7627
3013,-581.2097
3014,-383.3447
3015,22.9723
3016,611.9021
3017,-460.4393
3018,-927.3609
3019,-159.3519
3020,137.6111
3021,-1277.7612
3022,-107.9284
3023,-1090.2883
3024,-16.6722
3025,15.1375
3026,-483.9252
3027,-893.55
3028,-126.6928
3029,-29.3018
3030,-1601.8324
3031,353.5263
3032,485.027
3033,269.8375
3034,-483.5602
3035,-23.3079
3036,-592.4424
3037,-358.8054
3038,-1125.5819
3039,-206.8953
3040,-499.417
3041,-167.0414
3042,-328.0428
3043,-576.2602
3044,268.9475
3045,-856.8599
3046,-483.5225
3047,-271.8873
3048,-205.3438
3049,-434.1276
3050,-562.7803
3051,-450.5021
3052,59.0014
3053,509.2537
3054,-994.2115
3055,121.2948
3056,-119.5762
3057,-594.9681
3058,-978.3167
3059,-240.3274
3060,174.5513
3061,-685.0421
3062,-289.3294
3063,-899.7959
3064,-160.0071
3065,367.1397
3066,-82.9076
3067,-1211.1885
3068,56.5711
3069,222.7007
3070,-587.8693
3071,25.258
3072,-557.2859
3073,484.1967
3074,474.4329
3075,-114.0246
3076,-637.6532
3077,-87.6599
3078,-187.4681
3079,24.6879
3080,-730.7619
3081,-732.7201
3082,289.1231
3083,-296.2094
3084,-2.7857
3085,-381.4956
3086,-430.0346
3087,-222.8305
3088,-180.0838
3089,138.2073
3090,-540.8247
3091,-145.5925
3092,-481.8512
3093,-233.2502
3094,-184.8689
3095,-640.3028
3096,-22.8185
3097,-256.5668
3098,-163.6473
3099,-266.5127
3100,-519.7208
3101,-467.0206
3102,-419.7334
3103,-397.6344
3104,303.2721
3105,902.1019
3106,-581.0589
3107,-465.0893
3108,-479.3438
3109,144.2496
3110,-785.2851
3111,16.4846
3112,177.1202
3113,-420.9879
3114,-664.7027
3115,-1481.2707
3116,-284.3524
3117,-61.7824
3118,-512.2819
3119,-633.0543
3120,-25.7784
3121,110.9298
3122,-843.2151
3123,-556.9333
3124,-342.5568
3125,54.6241
3126,-248.0841
3127,-573.6125
3128,770.9143
3129,96.6975
3130,-619.0969
3131,-144.259
3132,94.7437
3133,-76.8678
3134,172.814
3135,-386.2194
3136,67.8266
3137,0.0586
3138,-981.7834
3139,-398.6286
3140,-224.4256
3141,-220.0852
3142,-199.204
3143,-411.5892
3144,-279.7504
3145,432.6336
3146,-231.3524
3147,-585.2245
3148,89.03
3149,-408.3504
3150,-446.6448
3151,-935.7212
3152,13.7421
3153,-841.1358
3154,-19.4851
3155,-719.3277
3156,-332.5715
3157,-16.1787
3158,-245.2719
3159,325.5883
3160,-73.4262
3161,19.5973
3162,-79.4576
3163,290.0296
3164,-439.8496
3165,-488.3085
3166,999.0778
3167,-466.6797
3168,-387.7015
3169,-130.6497
3170,-369.4276
3171,-583.9822
3172,-460.1441
3173,-65.704
3174,-475.474
3175,-621.8765
3176,354.6544
3177,-593.0613
3178,-44.9411
3179,-942.2621
3180,-195.2213
3181,158.0635
3182,-627.3076
3183,-433.5212
3184,-601.7721
3185,-509.2477
3186,84.8445
3187,-564.0041
3188,200.2224
3189,-690.3051
3190,-766.0722
3191,-881.9074
3192,51.4942
3193,-272.4411
3194,-224.3409
3195,438.8238
3196,-1022.0898
3197,-105.6336
3198,-976.8081
3199,-78.4858
3200,857.6822
3201,-931.0747
3202,321.7207
3203,-329.8078
3204,-44.4129
3205,788.3128
3206,-1106.5952
3207,-698.2704
3208,260.1775
3209,150.7011
3210,-632.1918
3211,-492.3591
3212,-405.847
3213,-542.5698
3214,-330.2058
3215,-734.2666
3216,-270.4649
3217,-240.0757
3218,77.2645
3219,-252.7072
3220,-313.0617
3221,-520.286
3222,-685.687
3223,43.3926
3224,-565.7619
3225,-953.2697
3226,-312.0321
3227,-206.2762
3228,633.9741
3229,724.1995
3230,184.7469
3231,-466.8407
3232,-667.537
3233,-327.0085
3234,37.79
3235,-508.4581
3236,495.1796
3237,-86.9432
3238,-542.4994
3239,90.1124
3240,-433.9197
3241,-385.7826
3242,-934.3313
3243,-310.2654
3244,-640.9903
3245,198.3629
3246,134.2734
3247,221.0974
3248,-343.2228
3249,-287.6509
3250,-378.2199
3251,-518.8491
3252,-1025.6612
3253,-394.2453
3254,-224.8042
3255,-397.8106
3256,-453.157
3257,-123.027
3258,-179.7229
3259,-220.6708
3260,-719.0865
3261,-52.9616
3262,-557.1229
3263,-258.4029
3264,-591.823
3265,488.1472
3266,-837.8136
3267,-211.7206
3268,-780.5264
3269,-174.3587
3270,-60.995
3271,-431.2009
3272,-123.808
3273,-12.5517
3274,-56.1032
3275,224.5696
3276,-889.5061
3277,-761.2217
3278,-279.864
3279,827.2258
3280,9.0618
3281,190.3579
3282,106.0903
3283,-128.5038
3284,-183.4315
3285,-385.8818
3286,-353.0228
3287,-826.5917
3288,-614.3379
3289,369.3465
3290,173.0398
3291,-596.7243
3292,65.4502
3293,-451.6103
3294,-492.6486
3295,-367.7239
3296,235.5772
3297,-61.3894
3298,-176.139
3299,-31.5157
3300,79.8045
3301,-793.7415
3302,666.5671
3303,-257.1332
3304,-76.2752
3305,38.6683
3306,-466.2573
3307,-286.6359
3308,-881.1035
3309,307.5285
3310,470.368
3311,-466.3469
3312,-461.3164
3313,-77.2314
3314,-440.8708
3315,-1161.6008
3316,623.1763
3317,-730.4423
3318,-415.262
3319,-599.2323
3320,-782.7881
3321,-666.0742
3322,-599.2822
3323,-87.0957
3324,-1415.7839
3325,-236.9937
3326,-142.2351
3327,-623.4352
3328,-658.0301
3329,229.4614
3330,428.8493
3331,-365.2494
3332,-308.8495
3333,-287.2273
3334,-630.4008
3335,-283.5244
3336,-446.1073
3337,175.311
3338,-221.5328
3339,-459.7535
