date,year,quarter,month,month_name,week_of_year,day_of_week,day_name,is_weekend,is_month_end,is_payday_window,is_school_holiday,is_bank_holiday,bank_holiday_name,is_easter_period,is_christmas_period,is_black_friday_period,is_heatwave,weather_condition,temperature_celsius
2023-09-07,2023,Q3,9,September,36,3,Thursday,False,False,False,False,False,,False,False,False,False,Rain,10.7
2023-09-08,2023,Q3,9,September,36,4,Friday,False,False,False,False,False,,False,False,False,False,Heavy Rain,11.4
2023-09-09,2023,Q3,9,September,36,5,Saturday,True,False,False,False,False,,False,False,False,False,Dry,12.5
2023-09-10,2023,Q3,9,September,36,6,Sunday,True,False,False,False,False,,False,False,False,False,Cloudy,9.6
2023-09-11,2023,Q3,9,September,37,0,Monday,False,False,False,False,False,,False,False,False,False,Dry,6.8
2023-09-12,2023,Q3,9,September,37,1,Tuesday,False,False,False,False,False,,False,False,False,False,Rain,13.1
2023-09-13,2023,Q3,9,September,37,2,Wednesday,False,False,False,False,False,,False,False,False,False,Cloudy,12.2
2023-09-14,2023,Q3,9,September,37,3,Thursday,False,False,False,False,False,,False,False,False,False,Rain,7.2
2023-09-15,2023,Q3,9,September,37,4,Friday,False,False,False,False,False,,False,False,False,False,Rain,14.0
2023-09-16,2023,Q3,9,September,37,5,Saturday,True,False,False,False,False,,False,False,False,False,Rain,5.1
2023-09-17,2023,Q3,9,September,37,6,Sunday,True,False,False,False,False,,False,False,False,False,Rain,12.6
2023-09-18,2023,Q3,9,September,38,0,Monday,False,False,False,False,False,,False,False,False,False,Cloudy,5.7
2023-09-19,2023,Q3,9,September,38,1,Tuesday,False,False,False,False,False,,False,False,False,False,Cloudy,6.0
2023-09-20,2023,Q3,9,September,38,2,Wednesday,False,False,False,False,False,,False,False,False,False,Dry,5.9
2023-09-21,2023,Q3,9,September,38,3,Thursday,False,False,False,False,False,,False,False,False,False,Rain,6.3
2023-09-22,2023,Q3,9,September,38,4,Friday,False,False,False,False,False,,False,False,False,False,Dry,5.8
2023-09-23,2023,Q3,9,September,38,5,Saturday,True,False,False,False,False,,False,False,False,False,Rain,8.0
2023-09-24,2023,Q3,9,September,38,6,Sunday,True,False,False,False,False,,False,False,False,False,Rain,13.2
2023-09-25,2023,Q3,9,September,39,0,Monday,False,False,True,False,False,,False,False,False,False,Rain,11.1
2023-09-26,2023,Q3,9,September,39,1,Tuesday,False,False,True,False,False,,False,False,False,False,Rain,7.7
2023-09-27,2023,Q3,9,September,39,2,Wednesday,False,False,True,False,False,,False,False,False,False,Cloudy,11.5
2023-09-28,2023,Q3,9,September,39,3,Thursday,False,False,True,False,False,,False,False,False,False,Heavy Rain,4.9
2023-09-29,2023,Q3,9,September,39,4,Friday,False,False,True,False,False,,False,False,False,False,Heavy Rain,12.2
2023-09-30,2023,Q3,9,September,39,5,Saturday,True,True,True,False,False,,False,False,False,False,Dry,3.6
2023-10-01,2023,Q4,10,October,39,6,Sunday,True,False,True,False,False,,False,False,False,False,Rain,5.8
2023-10-02,2023,Q4,10,October,40,0,Monday,False,False,True,False,False,,False,False,False,False,Rain,4.5
2023-10-03,2023,Q4,10,October,40,1,Tuesday,False,False,True,False,False,,False,False,False,False,Heavy Rain,7.0
2023-10-04,2023,Q4,10,October,40,2,Wednesday,False,False,False,False,False,,False,False,False,False,Dry,11.1
2023-10-05,2023,Q4,10,October,40,3,Thursday,False,False,False,False,False,,False,False,False,False,Rain,10.6
2023-10-06,2023,Q4,10,October,40,4,Friday,False,False,False,False,False,,False,False,False,False,Cloudy,11.7
2023-10-07,2023,Q4,10,October,40,5,Saturday,True,False,False,False,False,,False,False,False,False,Rain,9.5
2023-10-08,2023,Q4,10,October,40,6,Sunday,True,False,False,False,False,,False,False,False,False,Rain,3.5
2023-10-09,2023,Q4,10,October,41,0,Monday,False,False,False,False,False,,False,False,False,False,Rain,11.4
2023-10-10,2023,Q4,10,October,41,1,Tuesday,False,False,False,False,False,,False,False,False,False,Cloudy,10.7
2023-10-11,2023,Q4,10,October,41,2,Wednesday,False,False,False,False,False,,False,False,False,False,Dry,12.7
2023-10-12,2023,Q4,10,October,41,3,Thursday,False,False,False,False,False,,False,False,False,False,Rain,3.8
2023-10-13,2023,Q4,10,October,41,4,Friday,False,False,False,False,False,,False,False,False,False,Rain,5.6
2023-10-14,2023,Q4,10,October,41,5,Saturday,True,False,False,False,False,,False,False,False,False,Dry,6.9
2023-10-15,2023,Q4,10,October,41,6,Sunday,True,False,False,False,False,,False,False,False,False,Rain,5.9
2023-10-16,2023,Q4,10,October,42,0,Monday,False,False,False,False,False,,False,False,False,False,Cold,0.7
2023-10-17,2023,Q4,10,October,42,1,Tuesday,False,False,False,False,False,,False,False,False,False,Cold,-0.0
2023-10-18,2023,Q4,10,October,42,2,Wednesday,False,False,False,False,False,,False,False,False,False,Rain,12.2
2023-10-19,2023,Q4,10,October,42,3,Thursday,False,False,False,False,False,,False,False,False,False,Dry,10.6
2023-10-20,2023,Q4,10,October,42,4,Friday,False,False,False,False,False,,False,False,False,False,Dry,9.8
2023-10-21,2023,Q4,10,October,42,5,Saturday,True,False,False,True,False,,False,False,False,False,Cloudy,7.1
2023-10-22,2023,Q4,10,October,42,6,Sunday,True,False,False,True,False,,False,False,False,False,Rain,8.1
2023-10-23,2023,Q4,10,October,43,0,Monday,False,False,False,True,False,,False,False,False,False,Rain,4.6
2023-10-24,2023,Q4,10,October,43,1,Tuesday,False,False,False,True,False,,False,False,False,False,Rain,12.5
2023-10-25,2023,Q4,10,October,43,2,Wednesday,False,False,True,True,False,,False,False,False,False,Rain,15.6
2023-10-26,2023,Q4,10,October,43,3,Thursday,False,False,True,True,False,,False,False,False,False,Dry,7.9
2023-10-27,2023,Q4,10,October,43,4,Friday,False,False,True,True,False,,False,False,False,False,Rain,7.6
2023-10-28,2023,Q4,10,October,43,5,Saturday,True,False,True,True,False,,False,False,False,False,Rain,8.9
2023-10-29,2023,Q4,10,October,43,6,Sunday,True,False,True,True,False,,False,False,False,False,Rain,3.2
2023-10-30,2023,Q4,10,October,44,0,Monday,False,False,True,True,False,,False,False,False,False,Cold,0.1
2023-10-31,2023,Q4,10,October,44,1,Tuesday,False,True,True,True,False,,False,False,False,False,Rain,7.6
2023-11-01,2023,Q4,11,November,44,2,Wednesday,False,False,True,False,False,,False,False,False,False,Rain,6.9
2023-11-02,2023,Q4,11,November,44,3,Thursday,False,False,True,False,False,,False,False,False,False,Rain,4.1
2023-11-03,2023,Q4,11,November,44,4,Friday,False,False,True,False,False,,False,False,False,False,Cold,-1.2
2023-11-04,2023,Q4,11,November,44,5,Saturday,True,False,False,False,False,,False,False,False,False,Cloudy,3.8
2023-11-05,2023,Q4,11,November,44,6,Sunday,True,False,False,False,False,,False,False,False,False,Cold,-0.6
2023-11-06,2023,Q4,11,November,45,0,Monday,False,False,False,False,False,,False,False,False,False,Rain,9.9
2023-11-07,2023,Q4,11,November,45,1,Tuesday,False,False,False,False,False,,False,False,False,False,Rain,3.7
2023-11-08,2023,Q4,11,November,45,2,Wednesday,False,False,False,False,False,,False,False,False,False,Dry,6.0
2023-11-09,2023,Q4,11,November,45,3,Thursday,False,False,False,False,False,,False,False,False,False,Dry,6.9
2023-11-10,2023,Q4,11,November,45,4,Friday,False,False,False,False,False,,False,False,False,False,Cloudy,2.2
2023-11-11,2023,Q4,11,November,45,5,Saturday,True,False,False,False,False,,False,False,False,False,Cloudy,3.9
2023-11-12,2023,Q4,11,November,45,6,Sunday,True,False,False,False,False,,False,False,False,False,Cloudy,5.5
2023-11-13,2023,Q4,11,November,46,0,Monday,False,False,False,False,False,,False,False,False,False,Rain,4.9
2023-11-14,2023,Q4,11,November,46,1,Tuesday,False,False,False,False,False,,False,False,False,False,Cold,-1.1
2023-11-15,2023,Q4,11,November,46,2,Wednesday,False,False,False,False,False,,False,False,False,False,Dry,3.7
2023-11-16,2023,Q4,11,November,46,3,Thursday,False,False,False,False,False,,False,False,False,False,Cold,0.6
2023-11-17,2023,Q4,11,November,46,4,Friday,False,False,False,False,False,,False,False,False,False,Heavy Rain,4.6
2023-11-18,2023,Q4,11,November,46,5,Saturday,True,False,False,False,False,,False,False,False,False,Rain,3.3
2023-11-19,2023,Q4,11,November,46,6,Sunday,True,False,False,False,False,,False,False,False,False,Cold,1.8
2023-11-20,2023,Q4,11,November,47,0,Monday,False,False,False,False,False,,False,False,True,False,Cold,-0.1
2023-11-21,2023,Q4,11,November,47,1,Tuesday,False,False,False,False,False,,False,False,True,False,Rain,-0.1
2023-11-22,2023,Q4,11,November,47,2,Wednesday,False,False,False,False,False,,False,False,True,False,Cold,0.3
2023-11-23,2023,Q4,11,November,47,3,Thursday,False,False,False,False,False,,False,False,True,False,Rain,1.6
2023-11-24,2023,Q4,11,November,47,4,Friday,False,False,False,False,False,,False,False,True,False,Rain,0.8
2023-11-25,2023,Q4,11,November,47,5,Saturday,True,False,True,False,False,,False,False,True,False,Rain,-1.0
2023-11-26,2023,Q4,11,November,47,6,Sunday,True,False,True,False,False,,False,False,True,False,Heavy Rain,1.8
2023-11-27,2023,Q4,11,November,48,0,Monday,False,False,True,False,False,,False,False,True,False,Cloudy,2.8
2023-11-28,2023,Q4,11,November,48,1,Tuesday,False,False,True,False,False,,False,False,True,False,Cold,1.7
2023-11-29,2023,Q4,11,November,48,2,Wednesday,False,False,True,False,False,,False,False,True,False,Rain,3.2
2023-11-30,2023,Q4,11,November,48,3,Thursday,False,True,True,False,False,,False,False,True,False,Rain,6.7
2023-12-01,2023,Q4,12,December,48,4,Friday,False,False,True,False,False,,False,True,False,False,Dry,6.1
2023-12-02,2023,Q4,12,December,48,5,Saturday,True,False,True,False,False,,False,True,False,False,Rain,3.9
2023-12-03,2023,Q4,12,December,48,6,Sunday,True,False,True,False,False,,False,True,False,False,Dry,5.1
2023-12-04,2023,Q4,12,December,49,0,Monday,False,False,False,False,False,,False,True,False,False,Cloudy,4.3
2023-12-05,2023,Q4,12,December,49,1,Tuesday,False,False,False,False,False,,False,True,False,False,Heavy Rain,8.7
2023-12-06,2023,Q4,12,December,49,2,Wednesday,False,False,False,False,False,,False,True,False,False,Cloudy,2.7
2023-12-07,2023,Q4,12,December,49,3,Thursday,False,False,False,False,False,,False,True,False,False,Rain,1.1
2023-12-08,2023,Q4,12,December,49,4,Friday,False,False,False,False,False,,False,True,False,False,Dry,2.3
2023-12-09,2023,Q4,12,December,49,5,Saturday,True,False,False,False,False,,False,True,False,False,Heavy Rain,4.7
2023-12-10,2023,Q4,12,December,49,6,Sunday,True,False,False,False,False,,False,True,False,False,Cloudy,3.1
2023-12-11,2023,Q4,12,December,50,0,Monday,False,False,False,False,False,,False,True,False,False,Cloudy,2.7
2023-12-12,2023,Q4,12,December,50,1,Tuesday,False,False,False,False,False,,False,True,False,False,Heavy Rain,3.9
2023-12-13,2023,Q4,12,December,50,2,Wednesday,False,False,False,False,False,,False,True,False,False,Heavy Rain,-3.8
2023-12-14,2023,Q4,12,December,50,3,Thursday,False,False,False,False,False,,False,True,False,False,Cold,-2.7
2023-12-15,2023,Q4,12,December,50,4,Friday,False,False,False,False,False,,False,True,False,False,Dry,4.0
2023-12-16,2023,Q4,12,December,50,5,Saturday,True,False,False,False,False,,False,True,False,False,Rain,1.5
2023-12-17,2023,Q4,12,December,50,6,Sunday,True,False,False,False,False,,False,True,False,False,Rain,0.6
2023-12-18,2023,Q4,12,December,51,0,Monday,False,False,False,False,False,,False,True,False,False,Rain,6.4
2023-12-19,2023,Q4,12,December,51,1,Tuesday,False,False,False,False,False,,False,True,False,False,Rain,4.6
2023-12-20,2023,Q4,12,December,51,2,Wednesday,False,False,False,True,False,,False,True,False,False,Cold,1.4
2023-12-21,2023,Q4,12,December,51,3,Thursday,False,False,False,True,False,,False,True,False,False,Rain,1.3
2023-12-22,2023,Q4,12,December,51,4,Friday,False,False,False,True,False,,False,True,False,False,Rain,2.1
2023-12-23,2023,Q4,12,December,51,5,Saturday,True,False,False,True,False,,False,True,False,False,Rain,1.5
2023-12-24,2023,Q4,12,December,51,6,Sunday,True,False,False,True,False,,False,True,False,False,Rain,6.4
2023-12-25,2023,Q4,12,December,52,0,Monday,False,False,True,True,True,Christmas Day,False,True,False,False,Heavy Rain,2.7
2023-12-26,2023,Q4,12,December,52,1,Tuesday,False,False,True,True,True,Boxing Day,False,True,False,False,Rain,3.7
2023-12-27,2023,Q4,12,December,52,2,Wednesday,False,False,True,True,False,,False,True,False,False,Dry,3.9
2023-12-28,2023,Q4,12,December,52,3,Thursday,False,False,True,True,False,,False,True,False,False,Cloudy,3.4
2023-12-29,2023,Q4,12,December,52,4,Friday,False,False,True,True,False,,False,True,False,False,Rain,2.3
2023-12-30,2023,Q4,12,December,52,5,Saturday,True,False,True,True,False,,False,True,False,False,Cloudy,2.4
2023-12-31,2023,Q4,12,December,52,6,Sunday,True,True,True,True,False,,False,True,False,False,Rain,7.3
2024-01-01,2024,Q1,1,January,1,0,Monday,False,False,True,False,True,New Year's Day,False,True,False,False,Cold,-2.6
2024-01-02,2024,Q1,1,January,1,1,Tuesday,False,False,True,False,True,2 January Holiday,False,True,False,False,Rain,1.7
2024-01-03,2024,Q1,1,January,1,2,Wednesday,False,False,True,False,False,,False,False,False,False,Cloudy,3.9
2024-01-04,2024,Q1,1,January,1,3,Thursday,False,False,False,False,False,,False,False,False,False,Dry,5.2
2024-01-05,2024,Q1,1,January,1,4,Friday,False,False,False,False,False,,False,False,False,False,Rain,1.9
2024-01-06,2024,Q1,1,January,1,5,Saturday,True,False,False,False,False,,False,False,False,False,Cold,0.4
2024-01-07,2024,Q1,1,January,1,6,Sunday,True,False,False,False,False,,False,False,False,False,Cold,0.1
2024-01-08,2024,Q1,1,January,2,0,Monday,False,False,False,False,False,,False,False,False,False,Rain,-2.9
2024-01-09,2024,Q1,1,January,2,1,Tuesday,False,False,False,False,False,,False,False,False,False,Rain,1.9
2024-01-10,2024,Q1,1,January,2,2,Wednesday,False,False,False,False,False,,False,False,False,False,Rain,-0.0
2024-01-11,2024,Q1,1,January,2,3,Thursday,False,False,False,False,False,,False,False,False,False,Cold,-1.3
2024-01-12,2024,Q1,1,January,2,4,Friday,False,False,False,False,False,,False,False,False,False,Rain,8.1
2024-01-13,2024,Q1,1,January,2,5,Saturday,True,False,False,False,False,,False,False,False,False,Rain,4.3
2024-01-14,2024,Q1,1,January,2,6,Sunday,True,False,False,False,False,,False,False,False,False,Rain,5.3
2024-01-15,2024,Q1,1,January,3,0,Monday,False,False,False,False,False,,False,False,False,False,Dry,2.7
2024-01-16,2024,Q1,1,January,3,1,Tuesday,False,False,False,False,False,,False,False,False,False,Rain,3.5
2024-01-17,2024,Q1,1,January,3,2,Wednesday,False,False,False,False,False,,False,False,False,False,Heavy Rain,5.0
2024-01-18,2024,Q1,1,January,3,3,Thursday,False,False,False,False,False,,False,False,False,False,Rain,2.8
2024-01-19,2024,Q1,1,January,3,4,Friday,False,False,False,False,False,,False,False,False,False,Rain,-0.2
2024-01-20,2024,Q1,1,January,3,5,Saturday,True,False,False,False,False,,False,False,False,False,Cold,1.4
2024-01-21,2024,Q1,1,January,3,6,Sunday,True,False,False,False,False,,False,False,False,False,Rain,9.0
2024-01-22,2024,Q1,1,January,4,0,Monday,False,False,False,False,False,,False,False,False,False,Cloudy,11.3
2024-01-23,2024,Q1,1,January,4,1,Tuesday,False,False,False,False,False,,False,False,False,False,Rain,7.8
2024-01-24,2024,Q1,1,January,4,2,Wednesday,False,False,False,False,False,,False,False,False,False,Rain,-1.0
2024-01-25,2024,Q1,1,January,4,3,Thursday,False,False,True,False,False,,False,False,False,False,Cloudy,6.1
2024-01-26,2024,Q1,1,January,4,4,Friday,False,False,True,False,False,,False,False,False,False,Rain,3.5
2024-01-27,2024,Q1,1,January,4,5,Saturday,True,False,True,False,False,,False,False,False,False,Cold,1.8
2024-01-28,2024,Q1,1,January,4,6,Sunday,True,False,True,False,False,,False,False,False,False,Dry,4.2
2024-01-29,2024,Q1,1,January,5,0,Monday,False,False,True,False,False,,False,False,False,False,Rain,1.6
2024-01-30,2024,Q1,1,January,5,1,Tuesday,False,False,True,False,False,,False,False,False,False,Dry,5.0
2024-01-31,2024,Q1,1,January,5,2,Wednesday,False,True,True,False,False,,False,False,False,False,Heavy Rain,3.8
2024-02-01,2024,Q1,2,February,5,3,Thursday,False,False,True,False,False,,False,False,False,False,Rain,1.1
2024-02-02,2024,Q1,2,February,5,4,Friday,False,False,True,False,False,,False,False,False,False,Rain,6.5
2024-02-03,2024,Q1,2,February,5,5,Saturday,True,False,True,False,False,,False,False,False,False,Cloudy,3.9
2024-02-04,2024,Q1,2,February,5,6,Sunday,True,False,False,False,False,,False,False,False,False,Rain,8.6
2024-02-05,2024,Q1,2,February,6,0,Monday,False,False,False,False,False,,False,False,False,False,Rain,-0.5
2024-02-06,2024,Q1,2,February,6,1,Tuesday,False,False,False,False,False,,False,False,False,False,Dry,2.5
2024-02-07,2024,Q1,2,February,6,2,Wednesday,False,False,False,False,False,,False,False,False,False,Rain,3.4
2024-02-08,2024,Q1,2,February,6,3,Thursday,False,False,False,False,False,,False,False,False,False,Rain,9.3
2024-02-09,2024,Q1,2,February,6,4,Friday,False,False,False,False,False,,False,False,False,False,Rain,7.1
2024-02-10,2024,Q1,2,February,6,5,Saturday,True,False,False,False,False,,False,False,False,False,Heavy Rain,4.2
2024-02-11,2024,Q1,2,February,6,6,Sunday,True,False,False,False,False,,False,False,False,False,Cloudy,5.1
2024-02-12,2024,Q1,2,February,7,0,Monday,False,False,False,True,False,,False,False,False,False,Dry,6.2
2024-02-13,2024,Q1,2,February,7,1,Tuesday,False,False,False,True,False,,False,False,False,False,Cold,1.7
2024-02-14,2024,Q1,2,February,7,2,Wednesday,False,False,False,True,False,,False,False,False,False,Rain,6.9
2024-02-15,2024,Q1,2,February,7,3,Thursday,False,False,False,True,False,,False,False,False,False,Cold,-0.7
2024-02-16,2024,Q1,2,February,7,4,Friday,False,False,False,True,False,,False,False,False,False,Rain,2.2
2024-02-17,2024,Q1,2,February,7,5,Saturday,True,False,False,True,False,,False,False,False,False,Dry,5.9
2024-02-18,2024,Q1,2,February,7,6,Sunday,True,False,False,True,False,,False,False,False,False,Dry,4.4
2024-02-19,2024,Q1,2,February,8,0,Monday,False,False,False,False,False,,False,False,False,False,Heavy Rain,7.3
2024-02-20,2024,Q1,2,February,8,1,Tuesday,False,False,False,False,False,,False,False,False,False,Cloudy,8.3
2024-02-21,2024,Q1,2,February,8,2,Wednesday,False,False,False,False,False,,False,False,False,False,Cloudy,10.3
2024-02-22,2024,Q1,2,February,8,3,Thursday,False,False,False,False,False,,False,False,False,False,Cloudy,2.9
2024-02-23,2024,Q1,2,February,8,4,Friday,False,False,False,False,False,,False,False,False,False,Cloudy,4.0
2024-02-24,2024,Q1,2,February,8,5,Saturday,True,False,False,False,False,,False,False,False,False,Rain,5.9
2024-02-25,2024,Q1,2,February,8,6,Sunday,True,False,True,False,False,,False,False,False,False,Rain,5.7
2024-02-26,2024,Q1,2,February,9,0,Monday,False,False,True,False,False,,False,False,False,False,Cloudy,6.3
2024-02-27,2024,Q1,2,February,9,1,Tuesday,False,False,True,False,False,,False,False,False,False,Rain,9.3
2024-02-28,2024,Q1,2,February,9,2,Wednesday,False,False,True,False,False,,False,False,False,False,Dry,7.9
2024-02-29,2024,Q1,2,February,9,3,Thursday,False,True,True,False,False,,False,False,False,False,Cloudy,10.0
2024-03-01,2024,Q1,3,March,9,4,Friday,False,False,True,False,False,,False,False,False,False,Rain,9.3
2024-03-02,2024,Q1,3,March,9,5,Saturday,True,False,True,False,False,,False,False,False,False,Rain,5.0
2024-03-03,2024,Q1,3,March,9,6,Sunday,True,False,True,False,False,,False,False,False,False,Cloudy,6.3
2024-03-04,2024,Q1,3,March,10,0,Monday,False,False,False,False,False,,False,False,False,False,Cloudy,12.6
2024-03-05,2024,Q1,3,March,10,1,Tuesday,False,False,False,False,False,,False,False,False,False,Dry,5.3
2024-03-06,2024,Q1,3,March,10,2,Wednesday,False,False,False,False,False,,False,False,False,False,Cloudy,6.7
2024-03-07,2024,Q1,3,March,10,3,Thursday,False,False,False,False,False,,False,False,False,False,Cloudy,12.2
2024-03-08,2024,Q1,3,March,10,4,Friday,False,False,False,False,False,,False,False,False,False,Dry,10.6
2024-03-09,2024,Q1,3,March,10,5,Saturday,True,False,False,False,False,,False,False,False,False,Cloudy,7.8
2024-03-10,2024,Q1,3,March,10,6,Sunday,True,False,False,False,False,,False,False,False,False,Rain,7.0
2024-03-11,2024,Q1,3,March,11,0,Monday,False,False,False,False,False,,False,False,False,False,Cloudy,10.4
2024-03-12,2024,Q1,3,March,11,1,Tuesday,False,False,False,False,False,,False,False,False,False,Rain,10.1
2024-03-13,2024,Q1,3,March,11,2,Wednesday,False,False,False,False,False,,False,False,False,False,Dry,7.4
2024-03-14,2024,Q1,3,March,11,3,Thursday,False,False,False,False,False,,False,False,False,False,Dry,12.4
2024-03-15,2024,Q1,3,March,11,4,Friday,False,False,False,False,False,,False,False,False,False,Cloudy,8.8
2024-03-16,2024,Q1,3,March,11,5,Saturday,True,False,False,False,False,,False,False,False,False,Rain,6.2
2024-03-17,2024,Q1,3,March,11,6,Sunday,True,False,False,False,False,,False,False,False,False,Dry,5.4
2024-03-18,2024,Q1,3,March,12,0,Monday,False,False,False,False,False,,False,False,False,False,Dry,7.9
2024-03-19,2024,Q1,3,March,12,1,Tuesday,False,False,False,False,False,,False,False,False,False,Rain,11.9
2024-03-20,2024,Q1,3,March,12,2,Wednesday,False,False,False,False,False,,False,False,False,False,Rain,6.4
2024-03-21,2024,Q1,3,March,12,3,Thursday,False,False,False,False,False,,True,False,False,False,Cloudy,8.8
2024-03-22,2024,Q1,3,March,12,4,Friday,False,False,False,False,False,,True,False,False,False,Rain,13.1
2024-03-23,2024,Q1,3,March,12,5,Saturday,True,False,False,False,False,,True,False,False,False,Rain,11.4
2024-03-24,2024,Q1,3,March,12,6,Sunday,True,False,False,False,False,,True,False,False,False,Dry,8.6
2024-03-25,2024,Q1,3,March,13,0,Monday,False,False,True,False,False,,True,False,False,False,Dry,8.1
2024-03-26,2024,Q1,3,March,13,1,Tuesday,False,False,True,False,False,,True,False,False,False,Rain,9.6
2024-03-27,2024,Q1,3,March,13,2,Wednesday,False,False,True,False,False,,True,False,False,False,Cloudy,10.5
2024-03-28,2024,Q1,3,March,13,3,Thursday,False,False,True,False,False,,True,False,False,False,Rain,13.5
2024-03-29,2024,Q1,3,March,13,4,Friday,False,False,True,False,True,Good Friday,True,False,False,False,Dry,7.3
2024-03-30,2024,Q1,3,March,13,5,Saturday,True,False,True,False,False,,True,False,False,False,Rain,8.6
2024-03-31,2024,Q1,3,March,13,6,Sunday,True,True,True,False,False,,True,False,False,False,Cloudy,13.1
2024-04-01,2024,Q2,4,April,14,0,Monday,False,False,True,True,True,Easter Monday,True,False,False,False,Cloudy,6.9
2024-04-02,2024,Q2,4,April,14,1,Tuesday,False,False,True,True,False,,True,False,False,False,Heavy Rain,11.7
2024-04-03,2024,Q2,4,April,14,2,Wednesday,False,False,True,True,False,,True,False,False,False,Rain,9.0
2024-04-04,2024,Q2,4,April,14,3,Thursday,False,False,False,True,False,,True,False,False,False,Cloudy,7.4
2024-04-05,2024,Q2,4,April,14,4,Friday,False,False,False,True,False,,True,False,False,False,Cloudy,8.2
2024-04-06,2024,Q2,4,April,14,5,Saturday,True,False,False,True,False,,True,False,False,False,Rain,8.1
2024-04-07,2024,Q2,4,April,14,6,Sunday,True,False,False,True,False,,True,False,False,False,Rain,17.4
2024-04-08,2024,Q2,4,April,15,0,Monday,False,False,False,True,False,,True,False,False,False,Rain,13.3
2024-04-09,2024,Q2,4,April,15,1,Tuesday,False,False,False,True,False,,True,False,False,False,Cloudy,9.1
2024-04-10,2024,Q2,4,April,15,2,Wednesday,False,False,False,True,False,,True,False,False,False,Dry,13.8
2024-04-11,2024,Q2,4,April,15,3,Thursday,False,False,False,True,False,,False,False,False,False,Cloudy,13.6
2024-04-12,2024,Q2,4,April,15,4,Friday,False,False,False,True,False,,False,False,False,False,Cloudy,16.7
2024-04-13,2024,Q2,4,April,15,5,Saturday,True,False,False,True,False,,False,False,False,False,Dry,11.6
2024-04-14,2024,Q2,4,April,15,6,Sunday,True,False,False,True,False,,False,False,False,False,Cloudy,8.5
2024-04-15,2024,Q2,4,April,16,0,Monday,False,False,False,True,False,,False,False,False,False,Cloudy,8.0
2024-04-16,2024,Q2,4,April,16,1,Tuesday,False,False,False,True,False,,False,False,False,False,Cloudy,15.4
2024-04-17,2024,Q2,4,April,16,2,Wednesday,False,False,False,True,False,,False,False,False,False,Warm,21.2
2024-04-18,2024,Q2,4,April,16,3,Thursday,False,False,False,True,False,,False,False,False,False,Cloudy,10.2
2024-04-19,2024,Q2,4,April,16,4,Friday,False,False,False,True,False,,False,False,False,False,Cloudy,12.1
2024-04-20,2024,Q2,4,April,16,5,Saturday,True,False,False,True,False,,False,False,False,False,Cloudy,12.7
2024-04-21,2024,Q2,4,April,16,6,Sunday,True,False,False,True,False,,False,False,False,False,Cloudy,14.9
2024-04-22,2024,Q2,4,April,17,0,Monday,False,False,False,True,False,,False,False,False,False,Rain,14.0
2024-04-23,2024,Q2,4,April,17,1,Tuesday,False,False,False,True,False,,False,False,False,False,Cloudy,9.5
2024-04-24,2024,Q2,4,April,17,2,Wednesday,False,False,False,True,False,,False,False,False,False,Rain,16.6
2024-04-25,2024,Q2,4,April,17,3,Thursday,False,False,True,True,False,,False,False,False,False,Rain,15.6
2024-04-26,2024,Q2,4,April,17,4,Friday,False,False,True,True,False,,False,False,False,False,Dry,15.9
2024-04-27,2024,Q2,4,April,17,5,Saturday,True,False,True,True,False,,False,False,False,False,Dry,13.6
2024-04-28,2024,Q2,4,April,17,6,Sunday,True,False,True,True,False,,False,False,False,False,Rain,14.5
2024-04-29,2024,Q2,4,April,18,0,Monday,False,False,True,True,False,,False,False,False,False,Cloudy,14.6
2024-04-30,2024,Q2,4,April,18,1,Tuesday,False,True,True,True,False,,False,False,False,False,Cloudy,14.6
2024-05-01,2024,Q2,5,May,18,2,Wednesday,False,False,True,False,False,,False,False,False,False,Cloudy,8.5
2024-05-02,2024,Q2,5,May,18,3,Thursday,False,False,True,False,False,,False,False,False,False,Rain,12.4
2024-05-03,2024,Q2,5,May,18,4,Friday,False,False,True,False,False,,False,False,False,False,Dry,16.8
2024-05-04,2024,Q2,5,May,18,5,Saturday,True,False,False,False,False,,False,False,False,False,Dry,12.1
2024-05-05,2024,Q2,5,May,18,6,Sunday,True,False,False,False,False,,False,False,False,False,Rain,10.4
2024-05-06,2024,Q2,5,May,19,0,Monday,False,False,False,False,True,Early May Bank Holiday,False,False,False,False,Cloudy,20.9
2024-05-07,2024,Q2,5,May,19,1,Tuesday,False,False,False,False,False,,False,False,False,False,Rain,14.7
2024-05-08,2024,Q2,5,May,19,2,Wednesday,False,False,False,False,False,,False,False,False,False,Dry,16.7
2024-05-09,2024,Q2,5,May,19,3,Thursday,False,False,False,False,False,,False,False,False,False,Cloudy,13.2
2024-05-10,2024,Q2,5,May,19,4,Friday,False,False,False,False,False,,False,False,False,False,Dry,19.7
2024-05-11,2024,Q2,5,May,19,5,Saturday,True,False,False,False,False,,False,False,False,False,Cloudy,14.9
2024-05-12,2024,Q2,5,May,19,6,Sunday,True,False,False,False,False,,False,False,False,False,Cloudy,19.2
2024-05-13,2024,Q2,5,May,20,0,Monday,False,False,False,False,False,,False,False,False,False,Rain,16.9
2024-05-14,2024,Q2,5,May,20,1,Tuesday,False,False,False,False,False,,False,False,False,False,Rain,23.3
2024-05-15,2024,Q2,5,May,20,2,Wednesday,False,False,False,False,False,,False,False,False,False,Rain,15.2
