date,store_id,sku_id,regular_unit_price_gbp,actual_unit_price_gbp,discount_pct,promo_flag,promo_type,display_support_flag,email_or_app_support_flag,leaflet_support_flag,competitor_price_index,store_footfall,local_event_flag,holiday_flag,weather_condition,temperature_celsius,rainfall_mm,opening_stock_units,delivery_units,closing_stock_units,stockout_flag,hours_out_of_stock,lag_1_units_sold,lag_7_units_sold,rolling_7_day_avg_units_sold,rolling_28_day_avg_units_sold,day_of_week,month,week_of_year,is_weekend,is_payday_window,is_school_holiday,is_bank_holiday,units_sold,potential_demand_units,sales_revenue_gbp,cost_of_goods_sold_gbp,retailer_promo_cost_gbp,gross_profit_gbp,gross_margin_pct,waste_units,lost_sales_estimate_units,transaction_count,average_basket_value_gbp,anomaly_flag,anomaly_type
2023-03-28,STR001,SKU0001,3.81,3.81,0.0,False,None,False,False,False,1.053,1504,False,False,Rain,4.0,3.6,137,0,110,False,0.0,36,19,13.86,12.54,1,3,13,False,True,False,False,24,24,91.44,49.44,0.0,42.0,45.93,3,0,17,14.97,False,
2023-03-28,STR001,SKU0002,1.69,1.69,0.0,False,None,False,False,False,1.065,1520,False,False,Rain,4.0,3.6,334,0,293,False,0.0,29,40,35.29,32.36,1,3,13,False,True,False,False,22,22,37.18,22.22,0.0,14.96,40.24,19,0,16,5.23,False,
2023-03-28,STR001,SKU0003,1.77,1.77,0.0,False,None,False,False,False,1.076,1512,False,False,Rain,4.0,3.6,142,0,132,False,0.0,17,12,14.71,15.43,1,3,13,False,True,False,False,10,10,17.7,10.0,0.0,7.7,43.5,0,0,5,9.47,False,
2023-03-28,STR001,SKU0004,11.17,11.17,0.0,False,None,False,False,False,1.01,1473,False,False,Rain,4.0,3.6,148,3,115,False,0.0,23,2,13.86,13.0,1,3,13,False,True,False,False,36,36,402.12,236.16,0.0,165.96,41.27,0,0,34,40.38,False,
2023-03-28,STR001,SKU0005,1.32,1.32,0.0,False,None,False,False,False,0.999,1647,False,False,Rain,4.0,3.6,146,3,139,False,0.0,30,18,20.14,18.79,1,3,13,False,True,False,False,10,10,13.2,8.7,0.0,4.5,34.09,0,0,7,6.6,False,
2023-03-28,STR002,SKU0001,3.81,3.81,0.0,False,None,False,False,False,0.995,902,False,False,Rain,4.0,3.6,65,82,137,False,0.0,17,11,11.29,11.29,1,3,13,False,True,False,False,5,5,19.05,10.3,0.0,8.75,45.93,4,0,3,11.07,False,
2023-03-28,STR002,SKU0002,1.69,1.69,0.0,False,None,False,False,False,1.016,900,False,False,Rain,4.0,3.6,150,126,244,False,0.0,34,13,19.86,24.32,1,3,13,False,True,False,False,22,22,37.18,22.22,0.0,14.96,40.24,9,0,17,7.76,False,
2023-03-28,STR002,SKU0003,1.77,1.77,0.0,False,None,False,False,False,0.978,933,False,False,Rain,4.0,3.6,145,0,131,False,0.0,11,5,12.57,13.21,1,3,13,False,True,False,False,14,14,24.78,14.0,0.0,10.78,43.5,0,0,6,11.9,False,
2023-03-28,STR002,SKU0004,11.17,11.17,0.0,False,None,False,False,False,1.026,815,False,False,Rain,4.0,3.6,133,14,141,False,0.0,17,5,8.57,10.5,1,3,13,False,True,False,False,6,6,67.02,39.36,0.0,27.66,41.27,0,0,3,58.28,False,
2023-03-28,STR002,SKU0005,1.32,1.32,0.0,True,Display-only,True,False,False,1.03,873,False,False,Rain,4.0,3.6,153,0,141,False,0.0,11,32,17.43,16.75,1,3,13,False,True,False,False,12,12,15.84,10.44,0.1,5.3,33.46,0,0,10,3.13,False,
2023-03-29,STR001,SKU0001,3.81,3.81,0.0,False,None,False,False,False,1.101,1562,False,False,Rain,4.1,5.1,110,0,94,False,0.0,24,2,14.57,12.96,2,3,13,False,True,False,False,11,11,41.91,22.66,0.0,19.25,45.93,5,0,6,17.65,False,
2023-03-29,STR001,SKU0002,1.69,1.69,0.0,False,None,False,False,False,0.976,1516,False,False,Rain,4.1,5.1,293,0,244,False,0.0,22,36,32.71,32.32,2,3,13,False,True,False,False,38,38,64.22,38.38,0.0,25.84,40.24,11,0,20,11.51,False,
2023-03-29,STR001,SKU0003,1.77,1.77,0.0,False,None,False,False,False,1.042,1572,False,False,Rain,4.1,5.1,132,0,118,False,0.0,10,14,14.43,15.5,2,3,13,False,True,False,False,14,14,24.78,14.0,0.0,10.78,43.5,0,0,8,7.89,False,
2023-03-29,STR001,SKU0004,11.17,11.17,0.0,False,None,False,False,False,1.039,1527,False,False,Rain,4.1,5.1,115,68,167,False,0.0,36,18,18.71,13.89,2,3,13,False,True,False,False,16,16,178.72,104.96,0.0,73.76,41.27,0,0,12,30.43,False,
2023-03-29,STR001,SKU0005,1.32,1.32,0.0,False,None,False,False,False,1.042,1545,False,False,Rain,4.1,5.1,139,63,187,False,0.0,10,27,19.0,18.21,2,3,13,False,True,False,False,15,15,19.8,13.05,0.0,6.75,34.09,0,0,8,4.74,False,
2023-03-29,STR002,SKU0001,3.81,3.81,0.0,False,None,False,False,False,1.043,858,False,False,Rain,4.1,5.1,137,0,125,False,0.0,5,2,10.43,11.21,2,3,13,False,True,False,False,5,5,19.05,10.3,0.0,8.75,45.93,7,0,5,12.89,False,
2023-03-29,STR002,SKU0002,1.69,1.69,0.0,False,None,False,False,False,0.992,916,False,False,Rain,4.1,5.1,244,0,224,False,0.0,22,29,21.14,23.32,2,3,13,False,True,False,False,10,10,16.9,10.1,0.0,6.8,40.24,10,0,6,5.89,False,
2023-03-29,STR002,SKU0003,1.77,1.77,0.0,False,None,False,False,False,1.072,884,False,False,Rain,4.1,5.1,131,0,122,False,0.0,14,11,13.86,13.43,2,3,13,False,True,False,False,9,9,15.93,9.0,0.0,6.93,43.5,0,0,4,10.5,False,
2023-03-29,STR002,SKU0004,11.17,11.17,0.0,False,None,False,False,False,0.977,904,False,False,Rain,4.1,5.1,141,1,136,False,0.0,6,7,8.71,10.61,2,3,13,False,True,False,False,6,6,67.02,39.36,0.0,27.66,41.27,0,0,4,41.02,False,
2023-03-29,STR002,SKU0005,1.32,1.32,0.0,True,Display-only,True,False,False,1.075,860,False,False,Rain,4.1,5.1,141,36,147,False,0.0,12,6,14.57,16.64,2,3,13,False,True,False,False,30,30,39.6,26.1,0.1,13.4,33.84,0,0,14,7.84,False,
2023-03-30,STR001,SKU0001,3.81,3.81,0.0,False,None,False,False,False,1.068,1653,False,False,Rain,15.7,3.5,94,56,127,False,0.0,11,6,15.86,12.96,3,3,13,False,True,False,False,17,17,64.77,35.02,0.0,29.75,45.93,6,0,12,12.12,False,
2023-03-30,STR001,SKU0002,1.69,1.69,0.0,False,None,False,False,False,1.061,1504,False,False,Rain,15.7,3.5,244,0,189,False,0.0,38,15,33.0,31.82,3,3,13,False,True,False,False,52,52,87.88,52.52,0.0,35.36,40.24,3,0,24,14.07,False,
2023-03-30,STR001,SKU0003,1.77,1.77,0.0,False,None,False,False,False,1.012,1534,False,False,Rain,15.7,3.5,118,10,114,False,0.0,14,11,14.43,15.32,3,3,13,False,True,False,False,14,14,24.78,14.0,0.0,10.78,43.5,0,0,12,6.17,False,
2023-03-30,STR001,SKU0004,11.17,11.17,0.0,False,None,False,False,False,1.021,1470,False,False,Rain,15.7,3.5,167,2,133,False,0.0,16,11,18.43,13.93,3,3,13,False,True,False,False,36,36,402.12,236.16,0.0,165.96,41.27,0,0,18,51.25,False,
2023-03-30,STR001,SKU0005,1.32,1.32,0.0,False,None,False,False,False,1.022,1402,False,False,Rain,15.7,3.5,187,0,95,False,0.0,15,15,17.29,18.36,3,3,13,False,True,False,False,92,92,121.44,80.04,0.0,41.4,34.09,0,0,64,3.24,False,
2023-03-30,STR002,SKU0001,3.81,3.81,0.0,False,None,False,False,False,1.048,830,False,False,Rain,15.7,3.5,125,2,109,False,0.0,5,3,10.86,11.0,3,3,13,False,True,False,False,15,15,57.15,30.9,0.0,26.25,45.93,3,0,6,38.02,False,
2023-03-30,STR002,SKU0002,1.69,1.69,0.0,False,None,False,False,False,0.958,951,False,False,Rain,15.7,3.5,224,0,191,False,0.0,10,17,18.43,22.57,3,3,13,False,True,False,False,20,20,33.8,20.2,0.0,13.6,40.24,13,0,14,4.34,False,
2023-03-30,STR002,SKU0003,1.77,1.77,0.0,False,None,False,False,False,0.97,883,False,False,Rain,15.7,3.5,122,23,124,False,0.0,9,12,13.57,13.36,3,3,13,False,True,False,False,20,20,35.4,20.0,0.0,15.4,43.5,0,0,13,6.2,False,
2023-03-30,STR002,SKU0004,11.17,11.17,0.0,False,None,False,False,False,1.003,936,False,False,Rain,15.7,3.5,136,3,135,False,0.0,6,7,8.57,10.21,3,3,13,False,True,False,False,4,4,44.68,26.24,0.0,18.44,41.27,0,0,3,49.97,False,
2023-03-30,STR002,SKU0005,1.32,1.32,0.0,True,Display-only,True,False,False,0.972,901,False,False,Rain,15.7,3.5,147,28,132,False,0.0,30,18,18.0,17.36,3,3,13,False,True,False,False,43,43,56.76,37.41,0.1,19.25,33.91,0,0,39,4.84,False,
2023-03-31,STR001,SKU0001,3.81,3.81,0.0,False,None,False,False,False,1.041,1563,False,False,Heavy Rain,15.3,9.0,127,0,115,False,0.0,17,19,17.43,13.29,4,3,13,False,True,False,False,5,5,19.05,10.3,0.0,8.75,45.93,7,0,3,21.56,False,
2023-03-31,STR001,SKU0002,1.69,1.69,0.0,False,None,False,False,False,1.011,1564,False,False,Heavy Rain,15.3,9.0,189,57,198,False,0.0,52,23,38.29,32.07,4,3,13,False,True,False,False,44,44,74.36,44.44,0.0,29.92,40.24,4,0,16,13.02,False,
2023-03-31,STR001,SKU0003,1.77,1.77,0.0,False,None,False,False,False,0.98,1491,False,False,Heavy Rain,15.3,9.0,114,0,98,False,0.0,14,18,14.86,15.14,4,3,13,False,True,False,False,16,16,28.32,16.0,0.0,12.32,43.5,0,0,7,14.68,False,
2023-03-31,STR001,SKU0004,11.17,11.17,0.0,False,None,False,False,False,1.073,1541,False,False,Heavy Rain,15.3,9.0,133,2,124,False,0.0,36,14,22.0,14.86,4,3,13,False,True,False,False,11,11,122.87,72.16,0.0,50.71,41.27,0,0,5,46.61,False,
2023-03-31,STR001,SKU0005,1.32,1.32,0.0,False,None,False,False,False,0.96,1603,False,False,Heavy Rain,15.3,9.0,95,47,100,False,0.0,92,14,28.29,20.71,4,3,13,False,True,False,False,42,42,55.44,36.54,0.0,18.9,34.09,0,0,22,7.07,False,
2023-03-31,STR002,SKU0001,3.81,3.81,0.0,False,None,False,False,False,0.999,874,False,False,Heavy Rain,15.3,9.0,109,0,75,False,0.0,15,14,12.57,10.75,4,3,13,False,True,False,False,30,30,114.3,61.8,0.0,52.5,45.93,4,0,13,30.51,False,
2023-03-31,STR002,SKU0002,1.69,1.69,0.0,False,None,False,False,False,0.959,837,False,False,Heavy Rain,15.3,9.0,191,9,181,False,0.0,20,14,18.86,22.39,4,3,13,False,True,False,False,12,12,20.28,12.12,0.0,8.16,40.24,7,0,8,6.16,False,
2023-03-31,STR002,SKU0003,1.77,1.77,0.0,False,None,False,False,False,1.027,789,False,False,Heavy Rain,15.3,9.0,124,0,120,False,0.0,20,14,14.71,13.82,4,3,13,False,True,False,False,4,4,7.08,4.0,0.0,3.08,43.5,0,0,3,7.87,False,
2023-03-31,STR002,SKU0004,11.17,11.17,0.0,False,None,False,False,False,1.008,901,False,False,Heavy Rain,15.3,9.0,135,4,136,False,0.0,4,13,8.14,10.18,4,3,13,False,True,False,False,3,3,33.51,19.68,0.0,13.83,41.27,0,0,2,65.97,False,
2023-03-31,STR002,SKU0005,1.32,1.32,0.0,False,None,False,False,False,0.999,927,False,False,Heavy Rain,15.3,9.0,132,47,132,False,0.0,43,13,21.57,18.39,4,3,13,False,True,False,False,47,47,62.04,40.89,0.0,21.15,34.09,0,0,21,9.34,False,
2023-04-01,STR001,SKU0001,3.81,3.81,0.0,False,None,False,False,False,0.988,1592,False,False,Rain,8.2,3.1,115,0,106,False,0.0,5,6,15.43,13.11,5,4,13,True,True,True,False,8,8,30.48,16.48,0.0,14.0,45.93,1,0,3,35.61,False,
2023-04-01,STR001,SKU0002,1.69,1.69,0.0,False,None,False,False,False,1.055,1739,False,False,Rain,8.2,3.1,198,113,254,False,0.0,44,54,41.29,32.86,5,4,13,True,True,True,False,47,47,79.43,47.47,0.0,31.96,40.24,8,0,25,12.41,False,
2023-04-01,STR001,SKU0003,1.77,1.77,0.0,False,None,False,False,False,0.978,1723,False,False,Rain,8.2,3.1,98,0,86,False,0.0,16,21,14.57,15.11,5,4,13,True,True,True,False,12,12,21.24,12.0,0.0,9.24,43.5,0,0,11,7.59,False,
2023-04-01,STR001,SKU0004,11.17,11.17,0.0,False,None,False,False,False,1.04,1749,False,False,Rain,8.2,3.1,124,2,114,False,0.0,11,16,21.57,14.75,5,4,13,True,True,True,False,12,12,134.04,78.72,0.0,55.32,41.27,0,0,6,75.9,False,
2023-04-01,STR001,SKU0005,1.32,1.32,0.0,False,None,False,False,False,1.012,1705,False,False,Rain,8.2,3.1,100,43,80,False,0.0,42,20,32.29,21.68,5,4,13,True,True,True,False,63,63,83.16,54.81,0.0,28.35,34.09,0,0,27,5.39,False,
2023-04-01,STR002,SKU0001,3.81,3.81,0.0,False,None,False,False,False,1.014,1104,False,False,Rain,8.2,3.1,75,19,89,False,0.0,30,16,14.86,11.46,5,4,13,True,True,True,False,5,5,19.05,10.3,0.0,8.75,45.93,0,0,4,13.02,False,
2023-04-01,STR002,SKU0002,1.69,1.69,0.0,False,None,False,False,False,1.036,1031,False,False,Rain,8.2,3.1,181,0,149,False,0.0,12,17,18.57,21.5,5,4,13,True,True,True,False,27,27,45.63,27.27,0.0,18.36,40.24,5,0,13,9.29,False,
2023-04-01,STR002,SKU0003,1.77,1.77,0.0,False,None,False,False,False,0.996,925,False,False,Rain,8.2,3.1,120,0,102,False,0.0,4,18,13.29,13.5,5,4,13,True,True,True,False,18,18,31.86,18.0,0.0,13.86,43.5,0,0,10,9.87,False,
2023-04-01,STR002,SKU0004,11.17,11.17,0.0,False,None,False,False,False,1.003,1003,False,False,Rain,8.2,3.1,136,2,119,False,0.0,3,6,6.71,10.0,5,4,13,True,True,True,False,19,19,212.23,124.64,0.0,87.59,41.27,0,0,11,46.23,False,
2023-04-01,STR002,SKU0005,1.32,1.32,0.0,False,None,False,False,False,0.992,964,False,False,Rain,8.2,3.1,132,33,140,False,0.0,47,11,26.43,19.75,5,4,13,True,True,True,False,25,25,33.0,21.75,0.0,11.25,34.09,0,0,18,6.6,False,
2023-04-02,STR001,SKU0001,3.81,3.81,0.0,False,None,False,False,False,1.076,1752,False,False,Rain,5.5,3.9,106,0,93,False,0.0,8,9,15.71,12.71,6,4,13,True,True,True,False,10,10,38.1,20.6,0.0,17.5,45.93,3,0,6,17.1,False,
2023-04-02,STR001,SKU0002,1.69,1.69,0.0,False,None,False,False,False,1.088,1784,False,False,Rain,5.5,3.9,254,0,207,False,0.0,47,50,40.29,33.71,6,4,13,True,True,True,False,40,40,67.6,40.4,0.0,27.2,40.24,7,0,15,11.85,False,
2023-04-02,STR001,SKU0003,1.77,1.59,10.0,True,Multi-buy,False,True,True,1.011,1681,False,False,Rain,5.5,3.9,86,61,95,False,0.0,12,10,13.29,14.96,6,4,13,True,True,True,False,50,50,79.5,50.0,0.24,29.26,36.81,1,0,24,10.33,False,
2023-04-02,STR001,SKU0004,11.17,11.17,0.0,False,None,False,False,False,1.056,1694,False,False,Rain,5.5,3.9,114,52,143,False,0.0,12,13,21.0,14.64,6,4,13,True,True,True,False,22,22,245.74,144.32,0.0,101.42,41.27,0,0,16,34.92,False,
2023-04-02,STR001,SKU0005,1.32,1.32,0.0,False,None,False,False,False,1.086,1711,False,False,Rain,5.5,3.9,80,64,40,False,0.0,63,17,38.43,23.29,6,4,13,True,True,True,False,104,104,137.28,90.48,0.0,46.8,34.09,0,0,75,5.69,False,
2023-04-02,STR002,SKU0001,3.81,3.81,0.0,False,None,False,False,False,1.044,1002,False,False,Rain,5.5,3.9,89,0,75,False,0.0,5,16,13.29,11.54,6,4,13,True,True,True,False,11,11,41.91,22.66,0.0,19.25,45.93,3,0,10,13.42,False,
2023-04-02,STR002,SKU0002,1.69,1.69,0.0,False,None,False,False,False,0.965,1026,False,False,Rain,5.5,3.9,149,76,206,False,0.0,27,15,20.0,20.61,6,4,13,True,True,True,False,13,13,21.97,13.13,0.0,8.84,40.24,5,0,5,11.45,False,
2023-04-02,STR002,SKU0003,1.77,1.77,0.0,False,None,False,False,False,1.069,1054,False,False,Rain,5.5,3.9,102,2,89,False,0.0,18,17,13.29,13.54,6,4,13,True,True,True,False,15,15,26.55,15.0,0.0,11.55,43.5,0,0,6,10.08,False,
2023-04-02,STR002,SKU0004,11.17,11.17,0.0,False,None,False,False,False,1.106,1039,False,False,Rain,5.5,3.9,119,5,117,False,0.0,19,5,8.57,10.43,6,4,13,True,True,True,False,7,7,78.19,45.92,0.0,32.27,41.27,0,0,3,69.53,False,
2023-04-02,STR002,SKU0005,1.32,1.32,0.0,False,None,False,False,False,1.045,1086,False,False,Rain,5.5,3.9,140,3,112,False,0.0,25,31,28.43,20.11,6,4,13,True,True,True,False,31,31,40.92,26.97,0.0,13.95,34.09,0,0,13,6.3,False,
2023-04-03,STR001,SKU0001,3.81,3.81,0.0,False,None,False,False,False,1.081,1499,False,False,Rain,13.5,7.9,93,89,165,False,0.0,10,36,15.86,12.71,0,4,14,False,True,True,False,13,13,49.53,26.78,0.0,22.75,45.93,3,0,6,26.64,False,
2023-04-03,STR001,SKU0002,1.69,1.69,0.0,False,None,False,False,False,1.072,1579,False,False,Rain,13.5,7.9,207,0,153,False,0.0,40,29,38.86,34.5,0,4,14,False,True,True,False,49,49,82.81,49.49,0.0,33.32,40.24,5,0,34,7.69,False,
2023-04-03,STR001,SKU0003,1.77,1.59,10.0,True,Multi-buy,False,True,True,1.042,1641,False,False,Rain,13.5,7.9,95,0,43,False,0.0,50,17,19.0,16.32,0,4,14,False,True,True,False,52,52,82.68,52.0,0.24,30.44,36.82,0,0,21,13.06,False,
2023-04-03,STR001,SKU0004,11.17,11.17,0.0,False,None,False,False,False,1.019,1636,False,False,Rain,13.5,7.9,143,0,124,False,0.0,22,23,22.29,14.43,0,4,14,False,True,True,False,19,19,212.23,124.64,0.0,87.59,41.27,0,0,9,67.24,False,
2023-04-03,STR001,SKU0005,1.32,1.32,0.0,False,None,False,False,False,0.992,1706,False,False,Rain,13.5,7.9,40,157,116,False,0.0,104,30,50.86,26.14,0,4,14,False,True,True,False,80,80,105.6,69.6,0.0,36.0,34.09,0,0,50,7.07,False,
2023-04-03,STR002,SKU0001,3.81,3.81,0.0,False,None,False,False,False,1.003,863,False,False,Rain,13.5,7.9,75,30,93,False,0.0,11,17,12.57,11.75,0,4,14,False,True,True,False,10,10,38.1,20.6,0.0,17.5,45.93,2,0,5,29.12,False,
2023-04-03,STR002,SKU0002,1.69,1.69,0.0,False,None,False,False,False,1.013,983,False,False,Rain,13.5,7.9,206,0,168,False,0.0,13,34,19.71,19.79,0,4,14,False,True,True,False,34,34,57.46,34.34,0.0,23.12,40.24,4,0,23,7.45,False,
2023-04-03,STR002,SKU0003,1.77,1.77,0.0,False,None,False,False,False,0.983,900,False,False,Rain,13.5,7.9,89,0,81,False,0.0,15,11,13.0,13.61,0,4,14,False,True,True,False,8,8,14.16,8.0,0.0,6.16,43.5,0,0,6,8.28,False,
2023-04-03,STR002,SKU0004,11.17,11.17,0.0,False,None,False,False,False,1.07,948,False,False,Rain,13.5,7.9,117,3,98,False,0.0,7,17,8.86,9.93,0,4,14,False,True,True,False,22,22,245.74,144.32,0.0,101.42,41.27,0,0,20,46.77,False,
2023-04-03,STR002,SKU0005,1.32,1.32,0.0,False,None,False,False,False,0.981,918,False,False,Rain,13.5,7.9,112,51,86,False,0.0,31,11,28.43,19.93,0,4,14,False,True,True,False,77,77,101.64,66.99,0.0,34.65,34.09,0,0,30,10.43,False,
2023-04-04,STR001,SKU0001,3.81,3.81,0.0,False,None,False,False,False,1.005,1587,False,False,Rain,11.4,3.6,165,0,139,False,0.0,13,24,12.57,13.0,1,4,14,False,False,True,False,17,17,64.77,35.02,0.0,29.75,45.93,9,0,11,15.74,False,
2023-04-04,STR001,SKU0002,1.69,1.69,0.0,False,None,False,False,False,1.013,1613,False,False,Rain,11.4,3.6,153,256,359,False,0.0,49,22,41.71,34.89,1,4,14,False,False,True,False,33,33,55.77,33.33,0.0,22.44,40.24,16,0,29,4.32,False,
2023-04-04,STR001,SKU0003,1.77,1.59,10.0,True,Multi-buy,False,True,True,0.991,1557,False,False,Rain,11.4,3.6,43,82,88,False,0.0,52,10,24.0,17.86,1,4,14,False,False,True,False,37,37,58.83,37.0,0.24,21.59,36.7,0,0,20,10.42,False,
2023-04-04,STR001,SKU0004,11.17,11.17,0.0,False,None,False,False,False,1.055,1505,False,False,Rain,11.4,3.6,124,10,127,False,0.0,19,36,21.71,14.5,1,4,14,False,False,True,False,7,7,78.19,45.92,0.0,32.27,41.27,0,0,4,47.6,False,
2023-04-04,STR001,SKU0005,1.32,1.32,0.0,False,None,False,False,False,1.073,1689,False,False,Rain,11.4,3.6,116,83,137,False,0.0,80,10,58.0,28.29,1,4,14,False,False,True,False,62,62,81.84,53.94,0.0,27.9,34.09,0,0,43,7.36,False,
2023-04-04,STR002,SKU0001,3.81,3.81,0.0,False,None,False,False,False,1.038,967,False,False,Rain,11.4,3.6,93,0,79,False,0.0,10,5,11.57,11.93,1,4,14,False,False,True,False,11,11,41.91,22.66,0.0,19.25,45.93,3,0,6,27.6,False,
2023-04-04,STR002,SKU0002,1.69,1.69,0.0,False,None,False,False,False,1.031,944,False,False,Rain,11.4,3.6,168,83,217,False,0.0,34,22,19.71,20.21,1,4,14,False,False,True,False,28,28,47.32,28.28,0.0,19.04,40.24,5,0,15,6.94,False,
2023-04-04,STR002,SKU0003,1.77,1.77,0.0,False,None,False,False,False,1.069,906,False,False,Rain,11.4,3.6,81,0,70,False,0.0,8,14,12.57,13.43,1,4,14,False,False,True,False,11,11,19.47,11.0,0.0,8.47,43.5,0,0,8,7.24,False,
2023-04-04,STR002,SKU0004,11.17,11.17,0.0,False,None,False,False,False,1.016,859,False,False,Rain,11.4,3.6,98,27,115,False,0.0,22,6,9.57,10.5,1,4,14,False,False,True,False,10,10,111.7,65.6,0.0,46.1,41.27,0,0,6,42.57,False,
2023-04-04,STR002,SKU0005,1.32,1.32,0.0,False,None,False,False,False,1.061,1012,False,False,Rain,11.4,3.6,86,78,99,False,0.0,77,12,37.86,21.79,1,4,14,False,False,True,False,65,65,85.8,56.55,0.0,29.25,34.09,0,0,62,2.52,False,
2023-04-05,STR001,SKU0001,3.81,3.81,0.0,False,None,False,False,False,1.001,1623,False,False,Rain,8.6,6.9,139,0,111,False,0.0,17,11,11.57,13.04,2,4,14,False,False,True,False,23,23,87.63,47.38,0.0,40.25,45.93,5,0,19,9.14,False,
2023-04-05,STR001,SKU0002,1.69,1.69,0.0,False,None,False,False,False,0.927,1730,False,False,Rain,8.6,6.9,359,5,336,False,0.0,33,38,43.29,35.0,2,4,14,False,False,True,False,21,21,35.49,21.21,0.0,14.28,40.24,7,0,9,8.13,False,
2023-04-05,STR001,SKU0003,1.77,1.59,10.0,True,Multi-buy,False,True,True,1.054,1597,False,False,Rain,8.6,6.9,88,109,165,False,0.0,37,14,27.86,18.75,2,4,14,False,False,True,False,32,32,50.88,32.0,0.24,18.64,36.64,0,0,22,7.61,False,
2023-04-05,STR001,SKU0004,11.17,11.17,0.0,False,None,False,False,False,1.032,1728,False,False,Rain,8.6,6.9,127,4,115,False,0.0,7,16,17.57,14.64,2,4,14,False,False,True,False,16,16,178.72,104.96,0.0,73.76,41.27,0,0,8,41.96,False,
2023-04-05,STR001,SKU0005,1.32,1.32,0.0,False,None,False,False,False,0.986,1537,False,False,Rain,8.6,6.9,137,61,150,False,0.0,62,15,65.43,29.75,2,4,14,False,False,True,False,48,48,63.36,41.76,0.0,21.6,34.09,0,0,19,9.04,False,
2023-04-05,STR002,SKU0001,3.81,3.81,0.0,False,None,False,False,False,1.012,904,False,False,Rain,8.6,6.9,79,72,115,False,0.0,11,5,12.43,11.89,2,4,14,False,False,True,False,27,27,102.87,55.62,0.0,47.25,45.93,9,0,20,9.07,False,
2023-04-05,STR002,SKU0002,1.69,1.69,0.0,False,None,False,False,False,0.979,981,False,False,Rain,8.6,6.9,217,4,204,False,0.0,28,10,20.57,20.32,2,4,14,False,False,True,False,13,13,21.97,13.13,0.0,8.84,40.24,4,0,9,7.57,False,
2023-04-05,STR002,SKU0003,1.77,1.77,0.0,False,None,False,False,False,1.021,1035,False,False,Rain,8.6,6.9,70,18,72,False,0.0,11,9,12.14,13.25,2,4,14,False,False,True,False,16,16,28.32,16.0,0.0,12.32,43.5,0,0,7,6.96,False,
2023-04-05,STR002,SKU0004,11.17,11.17,0.0,False,None,False,False,False,0.972,935,False,False,Rain,8.6,6.9,115,1,105,False,0.0,10,6,10.14,10.29,2,4,14,False,False,True,False,11,11,122.87,72.16,0.0,50.71,41.27,0,0,4,74.83,False,
2023-04-05,STR002,SKU0005,1.32,1.32,0.0,False,None,False,False,False,1.079,869,False,False,Rain,8.6,6.9,99,65,125,False,0.0,65,30,45.43,23.46,2,4,14,False,False,True,False,39,39,51.48,33.93,0.0,17.55,34.09,0,0,15,6.25,False,
2023-04-06,STR001,SKU0001,3.81,3.81,0.0,False,None,False,False,False,0.988,1552,False,False,Rain,8.7,5.6,111,0,97,False,0.0,23,17,13.29,13.61,3,4,14,False,False,True,False,12,12,45.72,24.72,0.0,21.0,45.93,2,0,5,20.35,False,
2023-04-06,STR001,SKU0002,1.69,1.69,0.0,False,None,False,False,False,1.033,1677,False,False,Rain,8.7,5.6,336,0,289,False,0.0,21,52,40.86,34.39,3,4,14,False,False,True,False,34,34,57.46,34.34,0.0,23.12,40.24,13,0,17,7.25,False,
2023-04-06,STR001,SKU0003,1.77,1.59,10.0,True,Multi-buy,False,True,True,0.999,1605,False,False,Rain,8.7,5.6,165,0,152,False,0.0,32,14,30.43,19.14,3,4,14,False,False,True,False,13,13,20.67,13.0,0.24,7.43,35.95,0,0,9,9.07,False,
2023-04-06,STR001,SKU0004,11.17,11.17,0.0,False,None,False,False,False,1.064,1801,False,False,Rain,8.7,5.6,115,70,173,False,0.0,16,36,17.57,14.71,3,4,14,False,False,True,False,12,12,134.04,78.72,0.0,55.32,41.27,0,0,5,78.87,False,
2023-04-06,STR001,SKU0005,1.32,1.32,0.0,False,None,False,False,False,1.02,1496,False,False,Rain,8.7,5.6,150,28,134,False,0.0,48,92,70.14,31.07,3,4,14,False,False,True,False,44,44,58.08,38.28,0.0,19.8,34.09,0,0,26,6.4,False,
2023-04-06,STR002,SKU0001,3.81,3.81,0.0,False,None,False,False,False,0.998,1018,False,False,Rain,8.7,5.6,115,0,98,False,0.0,27,15,15.57,12.61,3,4,14,False,False,True,False,12,12,45.72,24.72,0.0,21.0,45.93,5,0,7,18.56,False,
2023-04-06,STR002,SKU0002,1.69,1.69,0.0,False,None,False,False,False,1.03,904,False,False,Rain,8.7,5.6,204,0,183,False,0.0,13,20,21.0,20.29,3,4,14,False,False,True,False,15,15,25.35,15.15,0.0,10.2,40.24,6,0,9,8.33,False,
2023-04-06,STR002,SKU0003,1.77,1.77,0.0,False,None,False,False,False,0.993,891,False,False,Rain,8.7,5.6,72,0,59,False,0.0,16,20,13.14,13.32,3,4,14,False,False,True,False,13,13,23.01,13.0,0.0,10.01,43.5,0,0,5,18.25,False,
2023-04-06,STR002,SKU0004,11.17,11.17,0.0,False,None,False,False,False,1.001,889,False,False,Rain,8.7,5.6,105,5,100,False,0.0,11,4,10.86,10.36,3,4,14,False,False,True,False,10,10,111.7,65.6,0.0,46.1,41.27,0,0,7,55.58,False,
